eBird English Name,eBird Scientific Name,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Breeding Period,Ground Nester (Open),Ground Nester (Concealed),Canopy Nester,mid story/Shrub/thicket nester,Earthen Cavity nester,Tree Cavity Nester,Cliff Nester,Nest in urban structures,Nest in urban gardens,Area of distribution range (sq. km.),Remarks
Eurasian Wryneck,Jynx torquilla,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,60,20,20,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
White-browed Piculet,Sasia ochracea,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,20,60,20,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Speckled Piculet,Picumnus innominatus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,50,50,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Heart-spotted Woodpecker,Hemicircus canente,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,0,50,50,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Himalayan Flameback,Dinopium shorii,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,D1,Jennifer,0,0,0,50,50,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Common Flameback,Dinopium javanense,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,40,30,30,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Black-rumped Flameback,Dinopium benghalense,80,0,0,0,0,0,10,10,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,10,30,30,30,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Pale-headed Woodpecker,Gecinulus grantia,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,80,20,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Rufous Woodpecker,Micropternus brachyurus,80,0,0,0,0,0,10,10,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Greater Yellownape,Chrysophlegma flavinucha,80,0,0,0,0,0,10,10,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Lesser Yellownape,Picus chlorolophus,80,0,0,0,0,0,10,10,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,33,33,33,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Streak-throated Woodpecker,Picus xanthopygaeus,80,0,0,0,0,0,0,10,10,0,Invertebrate,Ref_7,A,Jennifer,0,0,40,40,20,0,0,0,Ref_7,1,Other,,,,,,,,,,,,
Gray-headed Woodpecker,Picus canus,70,0,0,0,0,0,10,10,10,0,Invertebrate,Ref_7,A,Jennifer,0,0,100,0,0,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Scaly-bellied Woodpecker,Picus squamatus,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,33,33,33,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Great Slaty Woodpecker,Mulleripicus pulverulentus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,10,50,40,0,0,Ref_7,1,Other,,,,,,,,,,,,
White-bellied Woodpecker,Dryocopus javensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,50,50,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Andaman Woodpecker,Dryocopus hodgei,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,20,20,40,20,0,0,Ref_7,1,Other,,,,,,,,,,,,
Bay Woodpecker,Blythipicus pyrrhotis,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,80,20,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Greater Flameback,Chrysocolaptes guttacristatus,80,0,0,0,0,0,0,20,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
White-naped Woodpecker,Chrysocolaptes festivus,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,10,60,30,0,0,0,Ref_7,1,Other,,,,,,,,,,,,
Brown-capped Woodpecker,Yungipicus nanus,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Gray-capped Woodpecker,Yungipicus canicapillus,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Fulvous-breasted Woodpecker,Dendrocopos macei,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,20,60,20,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Freckle-breasted Woodpecker,Dendrocopos analis,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Stripe-breasted Woodpecker,Dendrocopos atratus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,20,60,20,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Brown-fronted Woodpecker,Dendrocoptes auriceps,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-crowned Woodpecker,Leiopicus mahrattensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Crimson-breasted Woodpecker,Dryobates cathpharius,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Woodpecker,Dendrocopos darjellensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,33,33,33,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Himalayan Woodpecker,Dendrocopos himalayensis,60,0,0,0,0,0,10,10,20,0,Invertebrate,Ref_7,A,Jennifer,0,0,10,30,30,30,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Sind Woodpecker,Dendrocopos assimilis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,50,50,0,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Great Spotted Woodpecker,Dendrocopos major,50,10,0,0,0,10,0,0,30,0,Omnivore,Ref_7,A,Jennifer,0,0,0,20,40,30,10,0,Ref_7,1,Other,,,,,,,,,,,,
Rufous-bellied Woodpecker,Dendrocopos hyperythrus,70,0,0,0,0,0,0,20,0,10,Invertebrate,Ref_7,A,Jennifer,0,0,0,0,50,50,0,0,Ref_7,1,Jessica,,,,,,,,,,,,
Great Barbet,Psilopogon virens,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Brown-headed Barbet,Psilopogon zeylanicus,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Lineated Barbet,Psilopogon lineatus,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
White-cheeked Barbet,Psilopogon viridis,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Golden-throated Barbet,Psilopogon franklinii,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Blue-throated Barbet,Psilopogon asiaticus,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Blue-eared Barbet,Psilopogon duvaucelii,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Malabar Barbet,Psilopogon malabaricus,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Coppersmith Barbet,Psilopogon haemacephalus,10,0,10,0,0,0,80,0,0,0,FruiNect,Ref_6,A,,,,,,,,,,,,,,,,,,,,,,,,
Blue-bearded Bee-eater,Nyctyornis athertoni,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,0,60,40,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Green Bee-eater,Merops orientalis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,100,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Chestnut-headed Bee-eater,Merops leschenaulti,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,B,Hamish,0,0,0,50,50,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Blue-throated Bee-eater,Merops viridis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,10,30,60,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Blue-tailed Bee-eater,Merops philippinus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,40,50,0,10,0,Ref_6,1,Christian,,,,,,,,,,,,
Blue-cheeked Bee-eater,Merops persicus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,40,50,0,10,0,Ref_6,1,Christian,,,,,,,,,,,,
European Bee-eater,Merops apiaster,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,0,40,60,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Indian Roller,Coracias benghalensis,50,20,30,0,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,0,0,80,10,10,0,0,0,Ref_6,1,Walter,,,,,,,,,,,,
European Roller,Coracias garrulus,90,0,0,0,10,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,80,10,0,0,10,0,Ref_6,1,Christian,,,,,,,,,,,,
Dollarbird,Eurystomus orientalis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,0,20,40,20,10,10,0,Ref_6,1,Christian,,,,,,,,,,,,
Black-backed Dwarf-Kingfisher,Ceyx erithaca,80,0,10,10,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,30,40,30,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Rufous-backed Dwarf-Kingfisher,Ceyx rufidorsa,80,0,10,10,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,0,30,40,30,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Blue-eared Kingfisher,Alcedo meninting,40,0,0,60,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,80,10,0,10,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Blyth's Kingfisher,Alcedo hercules,10,0,0,90,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,100,0,0,0,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Common Kingfisher,Alcedo atthis,30,0,0,70,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,100,0,0,0,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Crested Kingfisher,Megaceryle lugubris,50,0,0,50,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,80,20,0,0,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Pied Kingfisher,Ceryle rudis,20,0,0,80,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,70,10,20,0,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Stork-billed Kingfisher,Pelargopsis capensis,40,10,10,40,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,70,0,30,0,0,0,0,0,Ref_6,1,Christian,,,,,,,,,,,,
Brown-winged Kingfisher,Pelargopsis amauroptera,50,0,0,50,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,50,20,30,0,0,0,0,0,Ref_6,1,Other,,,,,,,,,,,,
Ruddy Kingfisher,Halcyon coromanda,50,0,30,20,0,0,0,0,0,0,Omnivore,Ref_6,A,Hamish,40,10,50,0,0,0,0,0,Ref_6,1,Other,,,,,,,,,,,,
White-throated Kingfisher,Halcyon smyrnensis,30,0,30,40,0,0,0,0,0,0,VertFishScav,Ref_6,A,Hamish,40,20,40,0,0,0,0,0,Ref_6,1,Other,,,,,,,,,,,,
Black-capped Kingfisher,Halcyon pileata,60,0,10,30,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,20,20,40,20,0,0,0,0,Ref_6,1,Other,,,,,,,,,,,,
Collared Kingfisher,Todiramphus chloris,80,0,10,10,0,0,0,0,0,0,Invertebrate,Ref_6,A,Hamish,10,30,40,20,0,0,0,0,Ref_6,1,Other,,,,,,,,,,,,
Collared Falconet,Microhierax caerulescens,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,0,0,33,33,33,0,Ref_2,1,Jessica,,,,,,,,,,,,
Pied Falconet,Microhierax melanoleucos,60,30,10,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,40,20,20,0,20,0,Ref_2,1,Jessica,,,,,,,,,,,,
Lesser Kestrel,Falco naumanni,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,40,20,20,0,20,0,Ref_2,1,Jessica,,,,,,,,,,,,
Eurasian Kestrel,Falco tinnunculus,10,90,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,80,10,10,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Red-necked Falcon,Falco chicquera,20,70,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,10,30,30,0,30,0,Ref_2,1,Jessica,,,,,,,,,,,,
Red-footed Falcon,Falco vespertinus,80,10,10,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Amur Falcon,Falco amurensis,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,40,20,20,0,20,0,Ref_2,1,Jessica,,,,,,,,,,,,
Merlin,Falco columbarius,20,80,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,33,33,0,33,0,Ref_2,1,Jessica,,,,,,,,,,,,
Eurasian Hobby,Falco subbuteo,70,30,0,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,0,33,33,0,33,0,Ref_2,1,Jessica,,,,,,,,,,,,
Oriental Hobby,Falco severus,30,70,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,33,33,0,33,0,Ref_2,1,Jessica,,,,,,,,,,,,
Laggar Falcon,Falco jugger,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,20,20,0,20,0,Ref_2,1,Jessica,,,,,,,,,,,,
Saker Falcon,Falco cherrug,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,70,10,10,0,10,0,Ref_2,1,Jessica,,,,,,,,,,,,
Peregrine Falcon,Falco peregrinus,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,20,20,20,20,20,0,Ref_2,1,Other,,,,,,,,,,,,
Gray-headed Parakeet,Psittacula finschii,0,0,0,0,0,0,30,0,30,40,PlantSeed,Ref_4,A,Carolina,0,0,20,20,40,20,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Slaty-headed Parakeet,Psittacula himalayana,0,0,0,0,0,0,40,0,30,30,PlantSeed,Ref_4,A,Carolina,0,0,0,20,60,20,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Blossom-headed Parakeet,Psittacula roseata,0,0,0,0,0,0,50,10,20,20,FruiNect,Ref_4,D1,Carolina,0,0,20,30,30,20,0,0,Genus,0,Walter,,,,,,,,,,,,
Plum-headed Parakeet,Psittacula cyanocephala,0,0,0,0,0,0,80,0,20,0,FruiNect,Ref_4,A,Carolina,0,0,33,33,33,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Red-breasted Parakeet,Psittacula alexandri,0,0,0,0,0,0,70,0,0,30,FruiNect,Ref_4,A,Carolina,0,0,0,50,50,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Derbyan Parakeet,Psittacula derbiana,0,0,0,0,0,0,50,0,50,0,Omnivore,Ref_4,A,Carolina,0,0,0,33,33,33,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Long-tailed Parakeet,Psittacula longicauda,0,0,0,0,0,0,50,0,50,0,Omnivore,Ref_4,A,Carolina,0,0,0,0,40,60,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Malabar Parakeet,Psittacula columboides,0,0,0,0,0,0,20,10,40,30,PlantSeed,Ref_4,A,Carolina,0,0,0,0,60,40,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Alexandrine Parakeet,Psittacula eupatria,0,0,0,0,0,0,40,20,20,20,FruiNect,Ref_4,A,Carolina,0,0,0,50,50,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Rose-ringed Parakeet,Psittacula krameri,0,0,0,0,0,0,50,10,20,20,FruiNect,Ref_4,A,Carolina,0,0,30,30,30,10,0,0,Ref_4,1,Other,,,,,,,,,,,,
Nicobar Parakeet,Psittacula caniceps,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,0,60,40,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Vernal Hanging-Parrot,Loriculus vernalis,0,0,0,0,0,0,50,30,20,0,FruiNect,Ref_4,A,Carolina,0,0,0,30,50,20,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Blue-naped Pitta,Hydrornis nipalensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,,,,,,,,,,,,,,,,,,,,,,,,
Blue Pitta,Hydrornis cyaneus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,,,,,,,,,,,,,,,,,,,,,,,,
Indian Pitta,Pitta brachyura,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,,,,,,,,,,,,
Blue-winged Pitta,Pitta moluccensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,,,,,,,,,,,,
Mangrove Pitta,Pitta megarhyncha,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,,,,,,,,,,,,
Hooded Pitta,Pitta sordida,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,,,,,,,,,,,,
Long-tailed Broadbill,Psarisomus dalhousiae,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,33,33,33,0,0,0,Ref_8,1,Jessica,,,,,,,,,,,,
Silver-breasted Broadbill,Serilophus lunatus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,33,33,33,0,0,0,Ref_8,1,Jessica,,,,,,,,,,,,
White-bellied Minivet,Pericrocotus erythropygius,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Small Minivet,Pericrocotus cinnamomeus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,0,0,70,30,0,Ref_10,1,Jessica,,,,,,,,,,,,
Gray-chinned Minivet,Pericrocotus solaris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,0,0,100,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Short-billed Minivet,Pericrocotus brevirostris,80,0,0,0,0,0,0,0,0,20,Invertebrate,Ref_10,A,Carolina,0,0,0,33,33,33,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Long-tailed Minivet,Pericrocotus ethologus,80,0,0,0,0,0,10,0,0,10,Invertebrate,Ref_10,A,Carolina,0,0,0,0,0,80,20,0,Ref_10,1,Jessica,,,,,,,,,,,,
Orange Minivet,Pericrocotus flammeus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,0,0,100,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Scarlet Minivet,Pericrocotus speciosus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,,,,,,,,,,,,,,,,,,,,,,,,
Ashy Minivet,Pericrocotus divaricatus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,0,0,70,30,0,Ref_10,1,Jessica,,,,,,,,,,,,
Brown-rumped Minivet,Pericrocotus cantonensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,C,Carolina,0,0,0,0,0,100,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Rosy Minivet,Pericrocotus roseus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,0,30,70,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Large Cuckooshrike,Coracina macei,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,10,10,20,60,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Andaman Cuckooshrike,Coracina dobsoni,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,,,,,,,,,,,,,,,,,,,,,,,,
Pied Triller,Lalage nigra,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,20,10,40,30,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Black-winged Cuckooshrike,Lalage melaschistos,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,,,,,,,,,,,,,,,,,,,,,,,,
Black-headed Cuckooshrike,Lalage melanoptera,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,,,,,,,,,,,,,,,,,,,,,,,,
Mangrove Whistler,Pachycephala cinerea,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,,,,,,,,,,,,,,,,,,,,,,,,
Black-headed Shrike-Babbler,Pteruthius rufiventer,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,0,20,80,0,0,Ref_11,1,Jessica,,,,,,,,,,,,
Himalayan Shrike-Babbler,Pteruthius ripleyi,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,,,,,,,,,,,,,,,,,,,,,,,,
Blyth's Shrike-Babbler,Pteruthius aeralatus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,,,,,,,,,,,,,,,,,,,,,,,,
Green Shrike-Babbler,Pteruthius xanthochlorus,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,0,60,40,0,0,Ref_11,1,Jessica,,,,,,,,,,,,
Black-eared Shrike-Babbler,Pteruthius melanotis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,0,20,80,0,0,Ref_11,1,Jessica,,,,,,,,,,,,
Clicking Shrike-Babbler,Pteruthius intermedius,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,,,,,,,,,,,,,,,,,,,,,,,,
White-bellied Erpornis,Erpornis zantholeuca,60,0,0,0,0,0,20,10,10,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,0,80,20,0,0,Ref_11,1,Jessica,,,,,,,,,,,,
Maroon Oriole,Oriolus traillii,30,0,0,0,0,0,40,30,0,0,FruiNect,Ref_13,A,Carolina,0,0,0,0,30,70,0,0,"Hill, Eames, Trai & Su BCI 01",1,Christian,,,,,,,,,,,,
Black-hooded Oriole,Oriolus xanthornus,20,0,0,0,0,0,70,10,0,0,FruiNect,Ref_13,A,Carolina,0,0,20,10,30,40,0,0,Ref_44,1,Christian,,,,,,,,,,,,
Eurasian Golden Oriole,Oriolus oriolus,30,10,10,0,0,0,30,10,10,0,Omnivore,Ref_13,A,Carolina,0,0,0,0,0,50,50,0,Ref_47,1,Christian,,,,,,,,,,,,
Indian Golden Oriole,Oriolus kundoo,30,10,10,0,0,0,30,10,10,0,Omnivore,Ref_13,A,,,,,,,,,,,,,,,,,,,,,,,,
Black-naped Oriole,Oriolus chinensis,20,10,0,0,10,0,60,0,0,0,FruiNect,Ref_13,A,Carolina,0,0,20,10,30,40,0,0,Ref_44,1,Christian,,,,,,,,,,,,
Slender-billed Oriole,Oriolus tenuirostris,30,0,0,0,0,0,40,30,0,0,FruiNect,Ref_13,A,Carolina,0,0,20,10,30,40,0,0,from chinensis,1,Christian,,,,,,,,,,,,
White-breasted Woodswallow,Artamus leucorynchus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,0,0,0,0,100,0,Ref_39,1,Jessica,,,,,,,,,,,,
Ashy Woodswallow,Artamus fuscus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,0,0,0,30,70,0,Genus,1,Christian,,,,,,,,,,,,
Bar-winged Flycatcher-shrike,Hemipus picatus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,10,0,20,50,20,0,Ref_10,1,Other,,,,,,,,,,,,
Malabar Woodshrike,Tephrodornis sylvicola,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,,,,,,,,,,,,,,,,,,,,,,,,
Large Woodshrike,Tephrodornis virgatus,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,,,,,,,,,,,,,,,,,,,,,,,,
Common Woodshrike,Tephrodornis pondicerianus,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,10,30,30,30,0,0,Ref_34,1,Jessica,,,,,,,,,,,,
Common Iora,Aegithina tiphia,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,0,20,80,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
White-tailed Iora,Aegithina nigrolutea,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,0,40,60,0,0,Ref_10,1,Jessica,,,,,,,,,,,,
Black Drongo,Dicrurus macrocercus,40,10,10,0,0,10,0,20,10,0,Omnivore,Ref_14,A,Carolina,0,0,0,0,33,33,33,0,Ref_42,1,Jessica,,,,,,,,,,,,
Ashy Drongo,Dicrurus leucophaeus,80,10,10,0,0,0,0,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,0,0,40,30,30,0,Ref_44,1,Christian,,,,,,,,,,,,
White-bellied Drongo,Dicrurus caerulescens,70,0,0,0,0,0,0,30,0,0,Invertebrate,Ref_14,A,Carolina,0,0,30,30,20,20,0,0,Genus,1,Christian,,,,,,,,,,,,
Crow-billed Drongo,Dicrurus annectens,90,0,0,0,0,0,0,10,0,0,Invertebrate,Ref_14,A,,,,,,,,,,,,,,,,,,,,,,,,
