Rank,eBird Scientific Name 2019,Scientific Name
species,Tympanuchus cupido,Tympanuchus cupido
ssp,Tympanuchus cupido cupido,
ssp,Tympanuchus cupido pinnatus,
ssp,Tympanuchus cupido attwateri,
species,Lagopus leucura,Lagopus leucura
ssp,Lagopus leucura peninsularis,
ssp,Lagopus leucura leucura,
ssp,Lagopus leucura rainierensis,
ssp,Lagopus leucura saxatilis,
ssp,Lagopus leucura altipetens,
species,Lagopus muta,Lagopus muta
ssp,Lagopus muta muta,
ssp,Lagopus muta millaisi,
ssp,Lagopus muta helvetica,
ssp,Lagopus muta pyrenaica,
ssp,Lagopus muta pleskei,
ssp,Lagopus muta komensis,
ssp,Lagopus muta kraschennikovi,
ssp,Lagopus muta transbaicalica,
ssp,Lagopus muta nadezdae,
ssp,Lagopus muta macrorhyncha,
ssp,,
ssp,Lagopus muta ridgwayi,
ssp,Lagopus muta kurilensis,
ssp,Lagopus muta japonica,
ssp,Lagopus muta evermanni,
ssp,Lagopus muta townsendi,
ssp,Lagopus muta gabrielsoni,
ssp,Lagopus muta atkhensis,
ssp,Lagopus muta sanfordi,
ssp,Lagopus muta chamberlaini,
ssp,Lagopus muta yunaskensis,
ssp,Lagopus muta nelsoni,
ssp,Lagopus muta kelloggae,
ssp,Lagopus muta dixoni,
ssp,Lagopus muta rupestris,
ssp,Lagopus muta welchi,
ssp,Lagopus muta saturata,
ssp,Lagopus muta macruros,
ssp,Lagopus muta reinhardi,
ssp,Lagopus muta hyperborea,
ssp,Lagopus muta islandorum,
species,Lagopus lagopus,Lagopus lagopus
species,,
ssp,Lagopus lagopus scotica,
ssp,,
ssp,Lagopus lagopus variegata,
ssp,Lagopus lagopus lagopus,
ssp,Lagopus lagopus rossica,
ssp,Lagopus lagopus koreni,
ssp,Lagopus lagopus birulai,
ssp,Lagopus lagopus maior,
ssp,Lagopus lagopus brevirostris,
ssp,Lagopus lagopus kozlowae,
ssp,Lagopus lagopus sserebrowsky,
ssp,Lagopus lagopus okadai,
ssp,Lagopus lagopus kamtschatkensis,
ssp,Lagopus lagopus alascensis,
ssp,Lagopus lagopus alexandrae,
ssp,Lagopus lagopus muriei,
ssp,Lagopus lagopus leucoptera,
ssp,Lagopus lagopus alba,
ssp,Lagopus lagopus ungavus,
ssp,Lagopus lagopus alleni,
species,Lerwa lerwa,Lerwa lerwa
ssp,,
ssp,,
species,Tetraophasis obscurus,Tetraophasis obscurus
species,Tetraophasis szechenyii,Tetraophasis szechenyii
species,Tetraogallus caucasicus,Tetraogallus caucasicus
species,Tetraogallus caspius,Tetraogallus caspius
ssp,,
ssp,Tetraogallus caspius caspius,
ssp,Tetraogallus caspius semenowtianschanskii,
species,Tetraogallus himalayensis,Tetraogallus himalayensis
ssp,,
ssp,Tetraogallus himalayensis sewerzowi,
ssp,Tetraogallus himalayensis incognitus,
ssp,Tetraogallus himalayensis himalayensis,
ssp,Tetraogallus himalayensis grombczewskii,
ssp,Tetraogallus himalayensis koslowi,
species,Tetraogallus tibetanus,Tetraogallus tibetanus
ssp,,
ssp,Tetraogallus tibetanus tibetanus,
ssp,Tetraogallus tibetanus aquilonifer,
ssp,,
ssp,Tetraogallus tibetanus henrici,
ssp,Tetraogallus tibetanus przewalskii,
ssp,,
species,Tetraogallus altaicus,Tetraogallus altaicus
ssp,,
ssp,,
species,Alectoris graeca,Alectoris graeca
ssp,Alectoris graeca saxatilis,
ssp,Alectoris graeca graeca,
ssp,Alectoris graeca orlandoi,
ssp,Alectoris graeca whitakeri,
species,Alectoris chukar,Alectoris chukar
ssp,,
ssp,,
ssp,Alectoris chukar cypriotes,
ssp,Alectoris chukar kurdestanica,
ssp,,
ssp,Alectoris chukar sinaica,
ssp,Alectoris chukar werae,
ssp,Alectoris chukar koroviakovi,
ssp,,
ssp,Alectoris chukar subpallida,
ssp,Alectoris chukar falki,
ssp,Alectoris chukar dzungarica,
ssp,,
ssp,Alectoris chukar pallida,
ssp,Alectoris chukar fallax,
ssp,Alectoris chukar pallescens,
ssp,Alectoris chukar chukar,
ssp,Alectoris chukar potanini,
ssp,Alectoris chukar pubescens,
species,Alectoris magna,Alectoris magna
ssp,,
ssp,,
species,Alectoris philbyi,Alectoris philbyi
species,Alectoris barbara,Alectoris barbara
ssp,Alectoris barbara koenigi,
ssp,Alectoris barbara spatzi,
ssp,Alectoris barbara barbara,
ssp,Alectoris barbara barbata,
species,Alectoris rufa,Alectoris rufa
ssp,Alectoris rufa rufa,
ssp,,
ssp,Alectoris rufa hispanica,
ssp,Alectoris rufa intercedens,
ssp,,
species,Alectoris melanocephala,Alectoris melanocephala
ssp,,
ssp,,
species,Ammoperdix griseogularis,Ammoperdix griseogularis
species,Ammoperdix heyi,Ammoperdix heyi
ssp,Ammoperdix heyi heyi,
ssp,Ammoperdix heyi nicolli,
ssp,Ammoperdix heyi cholmleyi,
ssp,Ammoperdix heyi intermedius,
species,Francolinus francolinus,Francolinus francolinus
ssp,Francolinus francolinus francolinus,
ssp,Francolinus francolinus arabistanicus,
ssp,Francolinus francolinus bogdanovi,
ssp,Francolinus francolinus henrici,
ssp,Francolinus francolinus asiae,
ssp,Francolinus francolinus melanonotus,
species,Francolinus pictus,Francolinus pictus
ssp,Francolinus pictus pallidus,
ssp,Francolinus pictus pictus,
ssp,Francolinus pictus watsoni,
species,Francolinus pintadeanus,Francolinus pintadeanus
ssp,Francolinus pintadeanus phayrei,
ssp,Francolinus pintadeanus pintadeanus,
species,Francolinus pondicerianus,Francolinus pondicerianus
ssp,Francolinus pondicerianus mecranensis,
ssp,Francolinus pondicerianus interpositus,
ssp,Francolinus pondicerianus pondicerianus,
species,Francolinus gularis,Francolinus gularis
species,Peliperdix lathami,Peliperdix lathami
ssp,Peliperdix lathami lathami,
ssp,Peliperdix lathami schubotzi,
species,Peliperdix coqui,Peliperdix coqui
ssp,Peliperdix coqui spinetorum,
ssp,Peliperdix coqui maharao,
ssp,Peliperdix coqui hubbardi,
ssp,Peliperdix coqui coqui,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
species,Peliperdix albogularis,Peliperdix albogularis
ssp,Peliperdix albogularis albogularis,
ssp,Peliperdix albogularis buckleyi,
ssp,,
ssp,Peliperdix albogularis dewittei,
ssp,,
species,Peliperdix schlegelii,Peliperdix schlegelii
ssp,,
species,Scleroptila streptophora,Scleroptila streptophora
species,Scleroptila afra,Scleroptila afra
ssp,,
species,Scleroptila levaillantii,Scleroptila levaillantii
ssp,Scleroptila levaillantii kikuyuensis,
ssp,,
ssp,,
ssp,Scleroptila levaillantii levaillantii,
species,Scleroptila finschi,Scleroptila finschi
species,Scleroptila shelleyi,Scleroptila shelleyi
ssp,,
ssp,,
ssp,Scleroptila shelleyi shelleyi,
ssp,,
species,,Scleroptila whytei
ssp,Scleroptila shelleyi whytei,
species,Scleroptila psilolaema,Scleroptila psilolaema
ssp,Scleroptila psilolaema psilolaema,
ssp,,
species,,Scleroptila elgonensis
ssp,Scleroptila psilolaema elgonensis,
species,Scleroptila gutturalis,Scleroptila gutturalis
ssp,Scleroptila gutturalis gutturalis,
ssp,,
ssp,,
ssp,Scleroptila gutturalis lorti,
ssp,Scleroptila gutturalis jugularis,
ssp,,
species,,
ssp,Scleroptila gutturalis levalliantoides,
ssp,,
ssp,,
species,Dendroperdix sephaena,Dendroperdix sephaena
ssp,Dendroperdix sephaena grantii,
ssp,,
ssp,Dendroperdix sephaena rovuma,
ssp,,
ssp,Dendroperdix sephaena spilogaster,
ssp,Dendroperdix sephaena zambesiae,
ssp,,
ssp,Dendroperdix sephaena sephaena,
species,Pternistis hartlaubi,Pternistis hartlaubi
ssp,,
ssp,,
ssp,,
species,Pternistis camerunensis,Pternistis camerunensis
species,Pternistis nobilis,Pternistis nobilis
species,Pternistis swierstrai,Pternistis swierstrai
species,Pternistis erckelii,Pternistis erckelii
ssp,,
ssp,,
species,Pternistis ochropectus,Pternistis ochropectus
species,Pternistis castaneicollis,Pternistis castaneicollis
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
species,Pternistis atrifrons,Pternistis atrifrons
ssp,,
species,Pternistis jacksoni,Pternistis jacksoni
ssp,,
ssp,,
species,Pternistis squamatus,Pternistis squamatus
ssp,Pternistis squamatus squamatus,
ssp,Pternistis squamatus schuetti,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,Pternistis squamatus maranensis,
species,Pternistis ahantensis,Pternistis ahantensis
ssp,,
ssp,,
species,Pternistis griseostriatus,Pternistis griseostriatus
species,Pternistis hildebrandti,Pternistis hildebrandti
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
species,Pternistis natalensis,Pternistis natalensis
ssp,,
ssp,,
species,Pternistis adspersus,Pternistis adspersus
ssp,,
ssp,,
ssp,,
species,Pternistis capensis,Pternistis capensis
species,Pternistis icterorhynchus,Pternistis icterorhynchus
ssp,,
ssp,,
ssp,,
species,Pternistis bicalcaratus,Pternistis bicalcaratus
ssp,,
ssp,,
ssp,,
ssp,Pternistis bicalcaratus ayesha,
ssp,Pternistis bicalcaratus bicalcaratus,
species,Pternistis harwoodi,Pternistis harwoodi
species,Pternistis clappertoni,Pternistis clappertoni
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
species,Pternistis leucoscepus,Pternistis leucoscepus
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
species,Pternistis swainsonii,Pternistis swainsonii
ssp,Pternistis swainsonii lundazi,
ssp,Pternistis swainsonii swainsonii,
species,Pternistis rufopictus,Pternistis rufopictus
species,Pternistis afer,Pternistis afer
ssp,Pternistis afer cranchii,
ssp,Pternistis afer harterti,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,Pternistis afer afer,
ssp,Pternistis afer castaneiventer,
ssp,,
ssp,Pternistis afer leucoparaeus,
ssp,Pternistis afer melanogaster,
ssp,Pternistis afer swynnertoni,
species,Perdix perdix,Perdix perdix
ssp,Perdix perdix perdix,
ssp,Perdix perdix armoricana,
ssp,Perdix perdix sphagnetorum,
ssp,Perdix perdix hispaniensis,
ssp,,
ssp,Perdix perdix lucida,
ssp,Perdix perdix canescens,
ssp,,
ssp,Perdix perdix robusta,
ssp,,
species,Perdix dauurica,Perdix dauurica
ssp,Perdix dauurica dauurica,
ssp,,
ssp,Perdix dauurica suschkini,
ssp,,
species,Perdix hodgsoniae,Perdix hodgsoniae
ssp,Perdix hodgsoniae caraganae,
ssp,Perdix hodgsoniae hodgsoniae,
ssp,Perdix hodgsoniae sifanica,
ssp,,
species,Rhizothera longirostris,Rhizothera longirostris
ssp,,
species,Rhizothera dulitensis,Rhizothera dulitensis
ssp,,
species,Margaroperdix madagarensis,Margaroperdix madagarensis
species,Melanoperdix niger,Melanoperdix niger
ssp,Melanoperdix niger niger,
ssp,Melanoperdix niger borneensis,
species,Coturnix coturnix,Coturnix coturnix
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
species,Coturnix japonica,Coturnix japonica
ssp,,
ssp,,
species,Coturnix coromandelica,Coturnix coromandelica
species,Coturnix delegorguei,Coturnix delegorguei
ssp,Coturnix delegorguei delegorguei,
ssp,Coturnix delegorguei histrionica,
ssp,Coturnix delegorguei arabica,
species,Coturnix pectoralis,Coturnix pectoralis
species,Coturnix novaezelandiae,Coturnix novaezelandiae
species,Synoicus ypsilophorus,Synoicus ypsilophorus
ssp,Synoicus ypsilophorus raaltenii,
ssp,Synoicus ypsilophorus pallidior,
ssp,Synoicus ypsilophorus saturatior,
ssp,Synoicus ypsilophorus dogwa,
ssp,Synoicus ypsilophorus plumbeus,
ssp,Synoicus ypsilophorus monticola,
ssp,Synoicus ypsilophorus mafulu,
ssp,Synoicus ypsilophorus lamonti,
ssp,Synoicus ypsilophorus australis,
ssp,,
ssp,,
ssp,,
ssp,Synoicus ypsilophorus ypsilophorus,
species,Synoicus chinensis,Synoicus chinensis
ssp,Synoicus chinensis chinensis,
ssp,,
ssp,,
ssp,Synoicus chinensis trinkutensis,
ssp,Synoicus chinensis lineatus,
ssp,,
ssp,Synoicus chinensis lepidus,
ssp,Synoicus chinensis novaeguineae,
ssp,Synoicus chinensis papuensis,
ssp,Synoicus chinensis victoriae,
ssp,Synoicus chinensis colletti,
species,Synoicus adansonii,Synoicus adansonii
species,Anurophasis monorthonyx,Anurophasis monorthonyx
species,Perdicula asiatica,Perdicula asiatica
ssp,Perdicula asiatica punjaubi,
ssp,Perdicula asiatica asiatica,
ssp,Perdicula asiatica vidali,
ssp,,
ssp,Perdicula asiatica ceylonensis,
species,Perdicula argoondah,Perdicula argoondah
ssp,Perdicula argoondah meinertzhageni,
ssp,Perdicula argoondah argoondah,
ssp,Perdicula argoondah salimalii,
species,Perdicula erythrorhyncha,Perdicula erythrorhyncha
ssp,Perdicula erythrorhyncha blewitti,
ssp,Perdicula erythrorhyncha erythrorhyncha,
species,Perdicula manipurensis,Perdicula manipurensis
ssp,Perdicula manipurensis inglisi,
ssp,Perdicula manipurensis manipurensis,
species,Ophrysia superciliosa,Ophrysia superciliosa
species,Xenoperdix udzungwensis,Xenoperdix udzungwensis
ssp,Xenoperdix udzungwensis udzungwensis,
species,,
ssp,Xenoperdix udzungwensis obscurata,
species,Arborophila torqueola,Arborophila torqueola
ssp,Arborophila torqueola millardi,
ssp,Arborophila torqueola torqueola,
ssp,,
ssp,Arborophila torqueola batemani,
ssp,Arborophila torqueola griseata,
species,Arborophila rufogularis,Arborophila rufogularis
ssp,Arborophila rufogularis rufogularis,
ssp,Arborophila rufogularis intermedia,
ssp,Arborophila rufogularis tickelli,
ssp,Arborophila rufogularis euroa,
ssp,Arborophila rufogularis guttata,
ssp,Arborophila rufogularis annamensis,
species,Arborophila atrogularis,Arborophila atrogularis
species,Arborophila crudigularis,Arborophila crudigularis
species,Arborophila mandellii,Arborophila mandellii
species,Arborophila brunneopectus,Arborophila brunneopectus
ssp,Arborophila brunneopectus brunneopectus,
ssp,Arborophila brunneopectus henrici,
ssp,Arborophila brunneopectus albigula,
species,Arborophila rufipectus,Arborophila rufipectus
species,Arborophila gingica,Arborophila gingica
ssp,Arborophila gingica gingica,
ssp,Arborophila gingica guangxiensis,
species,Arborophila davidi,Arborophila davidi
species,Arborophila cambodiana,Arborophila cambodiana
ssp,Arborophila cambodiana cambodiana,
ssp,Arborophila cambodiana chandamonyi,
species,,
ssp,Arborophila cambodiana diversa,
species,Arborophila campbelli,Arborophila campbelli
ssp,,
species,Arborophila rolli,Arborophila rolli
ssp,,
species,Arborophila sumatrana,Arborophila sumatrana
ssp,,
species,Arborophila orientalis,Arborophila orientalis
ssp,,
species,Arborophila javanica,Arborophila javanica
ssp,Arborophila javanica javanica,
ssp,,
ssp,Arborophila javanica lawuana,
species,Arborophila rubrirostris,Arborophila rubrirostris
species,Arborophila hyperythra,Arborophila hyperythra
ssp,Arborophila hyperythra hyperythra,
ssp,Arborophila hyperythra erythrophrys,
species,Arborophila ardens,Arborophila ardens
species,Arborophila charltonii,Arborophila charltonii
ssp,Arborophila charltonii charltonii,
ssp,Arborophila charltonii atjenensis,
species,,Arborophila graydoni
ssp,Arborophila charltonii graydoni,
species,Arborophila chloropus,Arborophila chloropus
ssp,Arborophila chloropus chloropus,
species,,Arborophila tonkinensis
ssp,Arborophila chloropus tonkinensis,
ssp,Arborophila chloropus cognacqi,
species,,
ssp,Arborophila chloropus merlini,
ssp,Arborophila chloropus vivida,
ssp,Arborophila chloropus peninsularis,
ssp,Arborophila chloropus olivacea,
species,Caloperdix oculeus,Caloperdix oculeus
ssp,Caloperdix oculeus oculeus,
ssp,Caloperdix oculeus ocellatus,
ssp,Caloperdix oculeus borneensis,
species,Haematortyx sanguiniceps,Haematortyx sanguiniceps
species,Rollulus rouloul,Rollulus rouloul
species,Bambusicola fytchii,Bambusicola fytchii
ssp,Bambusicola fytchii fytchii,
ssp,Bambusicola fytchii hopkinsoni,
species,Bambusicola thoracicus,Bambusicola thoracicus
ssp,,
species,Bambusicola sonorivox,Bambusicola sonorivox
ssp,,
species,Galloperdix spadicea,Galloperdix spadicea
ssp,Galloperdix spadicea spadicea,
ssp,Galloperdix spadicea caurina,
ssp,Galloperdix spadicea stewarti,
species,Galloperdix lunulata,Galloperdix lunulata
species,Galloperdix bicalcarata,Galloperdix bicalcarata
species,Ithaginis cruentus,Ithaginis cruentus
ssp,Ithaginis cruentus cruentus,
ssp,Ithaginis cruentus affinis,
ssp,Ithaginis cruentus tibetanus,
ssp,Ithaginis cruentus kuseri,
ssp,Ithaginis cruentus marionae,
ssp,Ithaginis cruentus rocki,
ssp,Ithaginis cruentus holoptilus,
ssp,Ithaginis cruentus clarkei,
ssp,Ithaginis cruentus geoffroyi,
ssp,Ithaginis cruentus berezowskii,
ssp,Ithaginis cruentus annae,
ssp,Ithaginis cruentus beicki,
ssp,Ithaginis cruentus michaelis,
ssp,Ithaginis cruentus sinensis,
species,Tragopan melanocephalus,Tragopan melanocephalus
species,Tragopan satyra,Tragopan satyra
species,Tragopan blythii,Tragopan blythii
ssp,Tragopan blythii molesworthi,
ssp,Tragopan blythii blythii,
species,Tragopan temminckii,Tragopan temminckii
ssp,,
ssp,,
species,Tragopan caboti,Tragopan caboti
ssp,Tragopan caboti caboti,
ssp,Tragopan caboti guangxiensis,
species,Pucrasia macrolopha,Pucrasia macrolopha
ssp,Pucrasia macrolopha castanea,
ssp,Pucrasia macrolopha biddulphi,
ssp,Pucrasia macrolopha bethelae,
ssp,Pucrasia macrolopha macrolopha,
ssp,Pucrasia macrolopha nipalensis,
ssp,Pucrasia macrolopha meyeri,
ssp,Pucrasia macrolopha ruficollis,
ssp,Pucrasia macrolopha xanthospila,
ssp,Pucrasia macrolopha joretiana,
ssp,Pucrasia macrolopha darwini,
species,Lophophorus impejanus,Lophophorus impejanus
species,Lophophorus sclateri,Lophophorus sclateri
ssp,Lophophorus sclateri arunachalensis,
ssp,Lophophorus sclateri sclateri,
ssp,,
species,Lophophorus lhuysii,Lophophorus lhuysii
species,Gallus gallus,Gallus gallus
ssp,Gallus gallus murghi,
ssp,Gallus gallus spadiceus,
ssp,Gallus gallus jabouillei,
ssp,Gallus gallus gallus,
ssp,Gallus gallus bankiva,
species,Gallus sonneratii,Gallus sonneratii
species,Gallus lafayettii,Gallus lafayettii
species,Gallus varius,Gallus varius
species,Lophura leucomelanos,Lophura leucomelanos
ssp,Lophura leucomelanos hamiltonii,
ssp,Lophura leucomelanos leucomelanos,
ssp,Lophura leucomelanos melanota,
ssp,Lophura leucomelanos moffitti,
species,,
ssp,Lophura leucomelanos lathami,
ssp,Lophura leucomelanos williamsi,
ssp,Lophura leucomelanos oatesi,
species,,
ssp,Lophura leucomelanos lineata,
ssp,,
ssp,Lophura leucomelanos crawfurdii,
species,Lophura nycthemera,Lophura nycthemera
ssp,Lophura nycthemera omeiensis,
ssp,Lophura nycthemera rongjiangensis,
ssp,Lophura nycthemera nycthemera,
ssp,Lophura nycthemera fokiensis,
ssp,Lophura nycthemera whiteheadi,
ssp,Lophura nycthemera occidentalis,
ssp,Lophura nycthemera rufipes,
ssp,Lophura nycthemera jonesi,
ssp,Lophura nycthemera ripponi,
ssp,Lophura nycthemera beaulieui,
ssp,Lophura nycthemera berliozi,
ssp,Lophura nycthemera beli,
ssp,Lophura nycthemera annamensis,
ssp,Lophura nycthemera lewisi,
ssp,Lophura nycthemera engelbachi,
species,,
species,Lophura edwardsi,Lophura edwardsi
ssp,,
species,,
ssp,,
species,Lophura swinhoii,Lophura swinhoii
species,Lophura inornata,Lophura inornata
ssp,Lophura inornata inornata,
species,,
ssp,Lophura inornata hoogerwerfi,
species,Lophura erythrophthalma,Lophura erythrophthalma
ssp,Lophura erythrophthalma erythrophthalma,
species,,Lophura pyronota
ssp,Lophura erythrophthalma pyronota,
species,Lophura ignita,Lophura ignita
species,,Lophura rufa
ssp,Lophura ignita rufa,
ssp,,
ssp,Lophura ignita nobilis,
ssp,Lophura ignita ignita,
species,Lophura diardi,Lophura diardi
species,Lophura bulweri,Lophura bulweri
species,Crossoptilon crossoptilon,Crossoptilon crossoptilon
ssp,Crossoptilon crossoptilon dolani,
ssp,Crossoptilon crossoptilon crossoptilon,
ssp,Crossoptilon crossoptilon lichiangense,
ssp,Crossoptilon crossoptilon drouynii,
species,Crossoptilon harmani,Crossoptilon harmani
ssp,,
species,Crossoptilon mantchuricum,Crossoptilon mantchuricum
species,Crossoptilon auritum,Crossoptilon auritum
species,Catreus wallichii,Catreus wallichii
species,Syrmaticus ellioti,Syrmaticus ellioti
species,Syrmaticus humiae,Syrmaticus humiae
ssp,Syrmaticus humiae humiae,
ssp,Syrmaticus humiae burmanicus,
species,Syrmaticus mikado,Syrmaticus mikado
species,Syrmaticus soemmerringii,Syrmaticus soemmerringii
ssp,Syrmaticus soemmerringii scintillans,
ssp,Syrmaticus soemmerringii subrufus,
ssp,Syrmaticus soemmerringii intermedius,
ssp,Syrmaticus soemmerringii soemmerringii,
ssp,Syrmaticus soemmerringii ijimae,
species,Syrmaticus reevesii,Syrmaticus reevesii
species,Phasianus colchicus,Phasianus colchicus
ssp,Phasianus colchicus septentrionalis,
ssp,Phasianus colchicus colchicus,
ssp,,
ssp,Phasianus colchicus talischensis,
ssp,Phasianus colchicus persicus,
ssp,Phasianus colchicus principalis,
ssp,,
ssp,Phasianus colchicus chrysomelas,
ssp,Phasianus colchicus zarudnyi,
ssp,,
ssp,Phasianus colchicus bianchii,
ssp,,
ssp,,
ssp,Phasianus colchicus zerafschanicus,
ssp,Phasianus colchicus turcestanicus,
ssp,Phasianus colchicus bergii,
ssp,Phasianus colchicus mongolicus,
ssp,,
ssp,Phasianus colchicus shawii,
