eBird CODE,SCIENTIFIC.NAME,COMMON.NAME,order,family,genus,species
rcsbab1,Megapomatorhinus erythrogenys,Rusty-cheeked Scimitar-Babbler,Passeriformes,Timaliidae,Megapomatorhinus,erythrogenys
spbscb1,Megapomatorhinus mcclellandi,Spot-breasted Scimitar-Babbler,Passeriformes,Timaliidae,Megapomatorhinus,mcclellandi
gytbab1,Stachyris nigriceps,Gray-throated Babbler,Passeriformes,Timaliidae,Stachyris,nigriceps
wbwbab1,Stachyris humei,Blackish-breasted Babbler,Passeriformes,Timaliidae,Stachyris,humei
chbbab1,Stachyris roberti,Chevron-breasted Babbler,Passeriformes,Timaliidae,Stachyris,roberti
sntbab1,Stachyris oglei,Snowy-throated Babbler,Passeriformes,Timaliidae,Stachyris,oglei
tabbab1,Dumetia hyperythra,Tawny-bellied Babbler,Passeriformes,Timaliidae,Dumetia,hyperythra
dafbab1,Rhopocichla atriceps,Dark-fronted Babbler,Passeriformes,Timaliidae,Rhopocichla,atriceps
chcbab1,Timalia pileata,Chestnut-capped Babbler,Passeriformes,Timaliidae,Timalia,pileata
sttbab1,Mixornis gularis,Pin-striped Tit-Babbler,Passeriformes,Timaliidae,Mixornis,gularis
golbab1,Cyanoderma chrysaeum,Golden Babbler,Passeriformes,Timaliidae,Cyanoderma,chrysaeum
blcbab2,Cyanoderma pyrrhops,Black-chinned Babbler,Passeriformes,Timaliidae,Cyanoderma,pyrrhops
rucbab1,Cyanoderma ruficeps,Rufous-capped Babbler,Passeriformes,Timaliidae,Cyanoderma,ruficeps
bucbab1,Cyanoderma ambiguum,Buff-chested Babbler,Passeriformes,Timaliidae,Cyanoderma,ambiguum
whhbab2,Gampsorhynchus rufulus,White-hooded Babbler,Passeriformes,Pellorneidae,Gampsorhynchus,rufulus
rucful1,Schoeniparus dubius,Rusty-capped Fulvetta,Passeriformes,Pellorneidae,Schoeniparus,dubius
rutful1,Schoeniparus rufogularis,Rufous-throated Fulvetta,Passeriformes,Pellorneidae,Schoeniparus,rufogularis
yetful1,Schoeniparus cinereus,Yellow-throated Fulvetta,Passeriformes,Pellorneidae,Schoeniparus,cinereus
ruwful1,Schoeniparus castaneceps,Rufous-winged Fulvetta,Passeriformes,Pellorneidae,Schoeniparus,castaneceps
ruvpri1,Laticilla burnesii,Rufous-vented Prinia,Passeriformes,Pellorneidae,Laticilla,burnesii
swapri1,Laticilla cinerascens,Swamp Prinia,Passeriformes,Pellorneidae,Laticilla,cinerascens
putbab1,Pellorneum ruficeps,Puff-throated Babbler,Passeriformes,Pellorneidae,Pellorneum,ruficeps
marbab2,Pellorneum palustre,Marsh Babbler,Passeriformes,Pellorneidae,Pellorneum,palustre
sptbab1,Pellorneum albiventre,Spot-throated Babbler,Passeriformes,Pellorneidae,Pellorneum,albiventre
bubbab1,Pellorneum tickelli,Buff-breasted Babbler,Passeriformes,Pellorneidae,Pellorneum,tickelli
abbbab1,Turdinus abbotti,Abbott's Babbler,Passeriformes,Pellorneidae,Turdinus,abbotti
stwbab1,Turdinus brevicaudatus,Streaked Wren-Babbler,Passeriformes,Pellorneidae,Turdinus,brevicaudatus
eywbab1,Napothera epilepidota,Eyebrowed Wren-Babbler,Passeriformes,Pellorneidae,Napothera,epilepidota
lbwbab1,Napothera malacoptila,Long-billed Wren-Babbler,Passeriformes,Pellorneidae,Napothera,malacoptila
rurgra1,Graminicola bengalensis,Indian Grassbird,Passeriformes,Pellorneidae,Graminicola,bengalensis
brcful1,Alcippe poioicephala,Brown-cheeked Fulvetta,Passeriformes,Leiothrichidae,Alcippe,poioicephala
nepful1,Alcippe nipalensis,Nepal Fulvetta,Passeriformes,Leiothrichidae,Alcippe,nipalensis
strlau2,Grammatoptila striata,Striated Laughingthrush,Passeriformes,Leiothrichidae,Grammatoptila,striata
cutia1,Cutia nipalensis,Himalayan Cutia,Passeriformes,Leiothrichidae,Cutia,nipalensis
lagbab2,Turdoides malcolmi,Large Gray Babbler,Passeriformes,Leiothrichidae,Turdoides,malcolmi
rufbab3,Turdoides subrufa,Rufous Babbler,Passeriformes,Leiothrichidae,Turdoides,subrufa
strbab1,Turdoides earlei,Striated Babbler,Passeriformes,Leiothrichidae,Turdoides,earlei
combab3,Turdoides caudata,Common Babbler,Passeriformes,Leiothrichidae,Turdoides,caudata
slbbab1,Turdoides longirostris,Slender-billed Babbler,Passeriformes,Leiothrichidae,Turdoides,longirostris
junbab2,Turdoides striata,Jungle Babbler,Passeriformes,Leiothrichidae,Turdoides,striata
yebbab1,Turdoides affinis,Yellow-billed Babbler,Passeriformes,Leiothrichidae,Turdoides,affinis
spblau1,Garrulax merulinus,Spot-breasted Laughingthrush,Passeriformes,Leiothrichidae,Garrulax,merulinus
lenlau1,Garrulax monileger,Lesser Necklaced Laughingthrush,Passeriformes,Leiothrichidae,Garrulax,monileger
whclau2,Garrulax leucolophus,White-crested Laughingthrush,Passeriformes,Leiothrichidae,Garrulax,leucolophus
spolau1,Ianthocincla ocellata,Spotted Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,ocellata
moulau1,Ianthocincla cineracea,Moustached Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,cineracea
ruclau1,Ianthocincla rufogularis,Rufous-chinned Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,rufogularis
whblau1,Ianthocincla sannio,White-browed Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,sannio
chblau1,Ianthocincla nuchalis,Chestnut-backed Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,nuchalis
gnlthr,Ianthocincla pectoralis,Greater Necklaced Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,pectoralis
chibab1,Ianthocincla lanceolata,Chinese Babax,Passeriformes,Leiothrichidae,Ianthocincla,lanceolata
whtlau1,Ianthocincla albogularis,White-throated Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,albogularis
gyslau,Ianthocincla caerulata,Gray-sided Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,caerulata
runlau1,Ianthocincla ruficollis,Rufous-necked Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,ruficollis
yetlau1,Ianthocincla galbana,Yellow-throated Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,galbana
wynlau1,Ianthocincla delesserti,Wynaad Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,delesserti
ruvlau1,Ianthocincla gularis,Rufous-vented Laughingthrush,Passeriformes,Leiothrichidae,Ianthocincla,gularis
scalau1,Trochalopteron subunicolor,Scaly Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,subunicolor
brclau1,Trochalopteron austeni,Brown-capped Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,austeni
blwlau1,Trochalopteron squamatum,Blue-winged Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,squamatum
strlau1,Trochalopteron lineatum,Streaked Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,lineatum
bhulau1,Trochalopteron imbricatum,Bhutan Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,imbricatum
strlau3,Trochalopteron virgatum,Striped Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,virgatum
varlau1,Trochalopteron variegatum,Variegated Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,variegatum
blflau1,Trochalopteron affine,Black-faced Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,affine
elllau1,Trochalopteron elliotii,Elliot's Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,elliotii
chclau2,Trochalopteron erythrocephalum,Chestnut-crowned Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,erythrocephalum
asslau1,Trochalopteron chrysopterum,Assam Laughingthrush,Passeriformes,Leiothrichidae,Trochalopteron,chrysopterum
bkclau1,Montecincla jerdoni,Banasura Laughingthrush,Passeriformes,Leiothrichidae,Montecincla,jerdoni
bkclau2,Montecincla cachinnans,Nilgiri Laughingthrush,Passeriformes,Leiothrichidae,Montecincla,cachinnans
kerlau2,Montecincla fairbanki,Palani Laughingthrush,Passeriformes,Leiothrichidae,Montecincla,fairbanki
kerlau3,Montecincla meridionalis,Ashambu Laughingthrush,Passeriformes,Leiothrichidae,Montecincla,meridionalis
lotsib1,Heterophasia picaoides,Long-tailed Sibia,Passeriformes,Leiothrichidae,Heterophasia,picaoides
beasib1,Heterophasia pulchella,Beautiful Sibia,Passeriformes,Leiothrichidae,Heterophasia,pulchella
rufsib1,Heterophasia capistrata,Rufous Sibia,Passeriformes,Leiothrichidae,Heterophasia,capistrata
grysib1,Heterophasia gracilis,Gray Sibia,Passeriformes,Leiothrichidae,Heterophasia,gracilis
siemes1,Leiothrix argentauris,Silver-eared Mesia,Passeriformes,Leiothrichidae,Leiothrix,argentauris
reblei,Leiothrix lutea,Red-billed Leiothrix,Passeriformes,Leiothrichidae,Leiothrix,lutea
rubsib1,Minla annectens,Rufous-backed Sibia,Passeriformes,Leiothrichidae,Minla,annectens
retmin1,Minla ignotincta,Red-tailed Minla,Passeriformes,Leiothrichidae,Minla,ignotincta
reflio2,Liocichla phoenicea,Red-faced Liocichla,Passeriformes,Leiothrichidae,Liocichla,phoenicea
buglio1,Liocichla bugunorum,Bugun Liocichla,Passeriformes,Leiothrichidae,Liocichla,bugunorum
hotbar1,Actinodura nipalensis,Hoary-throated Barwing,Passeriformes,Leiothrichidae,Actinodura,nipalensis
sttbar1,Actinodura waldeni,Streak-throated Barwing,Passeriformes,Leiothrichidae,Actinodura,waldeni
blwmin1,Actinodura cyanouroptera,Blue-winged Minla,Passeriformes,Leiothrichidae,Actinodura,cyanouroptera
chtmin1,Actinodura strigula,Chestnut-tailed Minla,Passeriformes,Leiothrichidae,Actinodura,strigula
rufbar1,Actinodura egertoni,Rusty-fronted Barwing,Passeriformes,Leiothrichidae,Actinodura,egertoni
goldcr1,Regulus regulus,Goldcrest,Passeriformes,Regulidae,Regulus,regulus
spwbab1,Elachura formosa,Spotted Elachura,Passeriformes,Elachuridae,Elachura,formosa
bohwax,Bombycilla garrulus,Bohemian Waxwing,Passeriformes,Bombycillidae,Bombycilla,garrulus
hypoco1,Hypocolius ampelinus,Hypocolius,Passeriformes,Hypocoliidae,Hypocolius,ampelinus
ruftre4,Certhia nipalensis,Rusty-flanked Treecreeper,Passeriformes,Certhiidae,Certhia,nipalensis
bnttre1,Certhia discolor,Sikkim Treecreeper,Passeriformes,Certhiidae,Certhia,discolor
bnttre2,Certhia manipurensis,Hume's Treecreeper,Passeriformes,Certhiidae,Certhia,manipurensis
battre1,Certhia himalayana,Bar-tailed Treecreeper,Passeriformes,Certhiidae,Certhia,himalayana
eurtre3,Certhia hodgsoni,Hodgson's Treecreeper,Passeriformes,Certhiidae,Certhia,hodgsoni
chvnut1,Sitta nagaensis,Chestnut-vented Nuthatch,Passeriformes,Sittidae,Sitta,nagaensis
kasnut1,Sitta cashmirensis,Kashmir Nuthatch,Passeriformes,Sittidae,Sitta,cashmirensis
chbnut2,Sitta castanea,Indian Nuthatch,Passeriformes,Sittidae,Sitta,castanea
chbnut3,Sitta cinnamoventris,Chestnut-bellied Nuthatch,Passeriformes,Sittidae,Sitta,cinnamoventris
whtnut1,Sitta himalayensis,White-tailed Nuthatch,Passeriformes,Sittidae,Sitta,himalayensis
yunnut1,Sitta yunnanensis,Yunnan Nuthatch,Passeriformes,Sittidae,Sitta,yunnanensis
whcnut1,Sitta leucopsis,White-cheeked Nuthatch,Passeriformes,Sittidae,Sitta,leucopsis
vefnut1,Sitta frontalis,Velvet-fronted Nuthatch,Passeriformes,Sittidae,Sitta,frontalis
beanut1,Sitta formosa,Beautiful Nuthatch,Passeriformes,Sittidae,Sitta,formosa
spocre3,Salpornis spilonota,Indian Spotted Creeper,Passeriformes,Certhiidae,Salpornis,spilonota
wallcr1,Tichodroma muraria,Wallcreeper,Passeriformes,Tichodromidae,Tichodroma,muraria
winwre4,Troglodytes troglodytes,Eurasian Wren,Passeriformes,Troglodytidae,Troglodytes,troglodytes
eursta,Sturnus vulgaris,European Starling,Passeriformes,Sturnidae,Sturnus,vulgaris
rossta2,Pastor roseus,Rosy Starling,Passeriformes,Sturnidae,Pastor,roseus
dausta1,Agropsar sturninus,Daurian Starling,Passeriformes,Sturnidae,Agropsar,sturninus
chcsta1,Agropsar philippensis,Chestnut-cheeked Starling,Passeriformes,Sturnidae,Agropsar,philippensis
aspsta2,Gracupica contra,Asian Pied Starling,Passeriformes,Sturnidae,Gracupica,contra
brasta1,Sturnia pagodarum,Brahminy Starling,Passeriformes,Sturnidae,Sturnia,pagodarum
chtsta2,Sturnia malabarica,Chestnut-tailed Starling,Passeriformes,Sturnidae,Sturnia,malabarica
malsta1,Sturnia blythii,Malabar Starling,Passeriformes,Sturnidae,Sturnia,blythii
whhsta2,Sturnia erythropygia,White-headed Starling,Passeriformes,Sturnidae,Sturnia,erythropygia
whcsta1,Spodiopsar cineraceus,White-cheeked Starling,Passeriformes,Sturnidae,Spodiopsar,cineraceus
commyn,Acridotheres tristis,Common Myna,Passeriformes,Sturnidae,Acridotheres,tristis
banmyn1,Acridotheres ginginianus,Bank Myna,Passeriformes,Sturnidae,Acridotheres,ginginianus
junmyn1,Acridotheres fuscus,Jungle Myna,Passeriformes,Sturnidae,Acridotheres,fuscus
colmyn1,Acridotheres albocinctus,Collared Myna,Passeriformes,Sturnidae,Acridotheres,albocinctus
whvmyn1,Acridotheres grandis,Great Myna,Passeriformes,Sturnidae,Acridotheres,grandis
spwsta1,Saroglossa spilopterus,Spot-winged Starling,Passeriformes,Sturnidae,Saroglossa,spilopterus
sohmyn1,Gracula indica,Southern Hill Myna,Passeriformes,Sturnidae,Gracula,indica
hilmyn,Gracula religiosa,Common Hill Myna,Passeriformes,Sturnidae,Gracula,religiosa
gocmyn1,Ampeliceps coronatus,Golden-crested Myna,Passeriformes,Sturnidae,Ampeliceps,coronatus
asgsta1,Aplonis panayensis,Asian Glossy Starling,Passeriformes,Sturnidae,Aplonis,panayensis
whtdip1,Cinclus cinclus,White-throated Dipper,Passeriformes,Cinclidae,Cinclus,cinclus
brodip1,Cinclus pallasii,Brown Dipper,Passeriformes,Cinclidae,Cinclus,pallasii
rtsrob1,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,Passeriformes,Muscicapidae,Cercotrichas,galactotes
indrob1,Copsychus fulicatus,Indian Robin,Passeriformes,Muscicapidae,Copsychus,fulicatus
magrob,Copsychus saularis,Oriental Magpie-Robin,Passeriformes,Muscicapidae,Copsychus,saularis
whrsha,Copsychus malabaricus,White-rumped Shama,Passeriformes,Muscicapidae,Copsychus,malabaricus
andsha1,Copsychus albiventris,Andaman Shama,Passeriformes,Muscicapidae,Copsychus,albiventris
spofly1,Muscicapa striata,Spotted Flycatcher,Passeriformes,Muscicapidae,Muscicapa,striata
dasfly,Muscicapa sibirica,Dark-sided Flycatcher,Passeriformes,Muscicapidae,Muscicapa,sibirica
asbfly,Muscicapa dauurica,Asian Brown Flycatcher,Passeriformes,Muscicapidae,Muscicapa,dauurica
brbfly2,Muscicapa muttui,Brown-breasted Flycatcher,Passeriformes,Muscicapidae,Muscicapa,muttui
ferfly1,Muscicapa ferruginea,Ferruginous Flycatcher,Passeriformes,Muscicapidae,Muscicapa,ferruginea
whbsho1,Sholicola major,Nilgiri Sholakili,Passeriformes,Muscicapidae,Sholicola,major
whbsho3,Sholicola albiventris,White-bellied Sholakili,Passeriformes,Muscicapidae,Sholicola,albiventris
pabfly2,Cyornis unicolor,Pale Blue Flycatcher,Passeriformes,Muscicapidae,Cyornis,unicolor
wbbfly1,Cyornis pallidipes,White-bellied Blue Flycatcher,Passeriformes,Muscicapidae,Cyornis,pallidipes
pacblf1,Cyornis poliogenys,Pale-chinned Blue Flycatcher,Passeriformes,Muscicapidae,Cyornis,poliogenys
larblf1,Cyornis magnirostris,Large Blue Flycatcher,Passeriformes,Muscicapidae,Cyornis,magnirostris
hibfly1,Cyornis banyumas,Hill Blue Flycatcher,Passeriformes,Muscicapidae,Cyornis,banyumas
tibfly1,Cyornis tickelliae,Tickell's Blue Flycatcher,Passeriformes,Muscicapidae,Cyornis,tickelliae
butfly1,Cyornis rubeculoides,Blue-throated Flycatcher,Passeriformes,Muscicapidae,Cyornis,rubeculoides
whtfly2,Cyornis concretus,White-tailed Flycatcher,Passeriformes,Muscicapidae,Cyornis,concretus
nicjuf1,Cyornis nicobaricus,Nicobar Jungle-Flycatcher,Passeriformes,Muscicapidae,Cyornis,nicobaricus
whgfly1,Anthipes monileger,White-gorgeted Flycatcher,Passeriformes,Muscicapidae,Anthipes,monileger
rubnil1,Niltava sundara,Rufous-bellied Niltava,Passeriformes,Muscicapidae,Niltava,sundara
vivnil1,Niltava vivida,Vivid Niltava,Passeriformes,Muscicapidae,Niltava,vivida
larnil1,Niltava grandis,Large Niltava,Passeriformes,Muscicapidae,Niltava,grandis
smanil1,Niltava macgrigoriae,Small Niltava,Passeriformes,Muscicapidae,Niltava,macgrigoriae
bawfly2,Cyanoptila cyanomelana,Blue-and-white Flycatcher,Passeriformes,Muscicapidae,Cyanoptila,cyanomelana
verfly4,Eumyias thalassinus,Verditer Flycatcher,Passeriformes,Muscicapidae,Eumyias,thalassinus
nilfly2,Eumyias albicaudatus,Nilgiri Flycatcher,Passeriformes,Muscicapidae,Eumyias,albicaudatus
whbsho2,Brachypteryx montana,White-browed Shortwing,Passeriformes,Muscicapidae,Brachypteryx,montana
lessho1,Brachypteryx leucophris,Lesser Shortwing,Passeriformes,Muscicapidae,Brachypteryx,leucophris
rubsho1,Brachypteryx hyperythra,Rusty-bellied Shortwing,Passeriformes,Muscicapidae,Brachypteryx,hyperythra
gousho1,Brachypteryx stellata,Gould's Shortwing,Passeriformes,Muscicapidae,Brachypteryx,stellata
inbrob1,Larvivora brunnea,Indian Blue Robin,Passeriformes,Muscicapidae,Larvivora,brunnea
sibrob,Larvivora cyane,Siberian Blue Robin,Passeriformes,Muscicapidae,Larvivora,cyane
blueth,Luscinia svecica,Bluethroat,Passeriformes,Muscicapidae,Luscinia,svecica
whbred1,Luscinia phaenicuroides,White-bellied Redstart,Passeriformes,Muscicapidae,Luscinia,phaenicuroides
litfor1,Enicurus scouleri,Little Forktail,Passeriformes,Muscicapidae,Enicurus,scouleri
blbfor1,Enicurus immaculatus,Black-backed Forktail,Passeriformes,Muscicapidae,Enicurus,immaculatus
slbfor1,Enicurus schistaceus,Slaty-backed Forktail,Passeriformes,Muscicapidae,Enicurus,schistaceus
whcfor1,Enicurus leschenaulti,White-crowned Forktail,Passeriformes,Muscicapidae,Enicurus,leschenaulti
spofor1,Enicurus maculatus,Spotted Forktail,Passeriformes,Muscicapidae,Enicurus,maculatus
blfrob1,Cinclidium frontale,Blue-fronted Robin,Passeriformes,Muscicapidae,Cinclidium,frontale
mawthr1,Myophonus horsfieldii,Malabar Whistling-Thrush,Passeriformes,Muscicapidae,Myophonus,horsfieldii
blwthr1,Myophonus caeruleus,Blue Whistling-Thrush,Passeriformes,Muscicapidae,Myophonus,caeruleus
fireth1,Calliope pectardens,Firethroat,Passeriformes,Muscicapidae,Calliope,pectardens
himrub1,Calliope pectoralis,Himalayan Rubythroat,Passeriformes,Muscicapidae,Calliope,pectoralis
chirub1,Calliope tschebaiewi,Chinese Rubythroat,Passeriformes,Muscicapidae,Calliope,tschebaiewi
sibrub,Calliope calliope,Siberian Rubythroat,Passeriformes,Muscicapidae,Calliope,calliope
whtrob2,Myiomela leucura,White-tailed Robin,Passeriformes,Muscicapidae,Myiomela,leucura
wbbrob1,Tarsiger indicus,White-browed Bush-Robin,Passeriformes,Muscicapidae,Tarsiger,indicus
gobrob1,Tarsiger chrysaeus,Golden Bush-Robin,Passeriformes,Muscicapidae,Tarsiger,chrysaeus
refblu,Tarsiger cyanurus,Red-flanked Bluetail,Passeriformes,Muscicapidae,Tarsiger,cyanurus
himblu1,Tarsiger rufilatus,Himalayan Bluetail,Passeriformes,Muscicapidae,Tarsiger,rufilatus
rbbrob1,Tarsiger hyperythrus,Rufous-breasted Bush-Robin,Passeriformes,Muscicapidae,Tarsiger,hyperythrus
rutfly6,Ficedula ruficauda,Rusty-tailed Flycatcher,Passeriformes,Muscicapidae,Ficedula,ruficauda
kasfly1,Ficedula subrubra,Kashmir Flycatcher,Passeriformes,Muscicapidae,Ficedula,subrubra
rebfly,Ficedula parva,Red-breasted Flycatcher,Passeriformes,Muscicapidae,Ficedula,parva
taifly1,Ficedula albicilla,Taiga Flycatcher,Passeriformes,Muscicapidae,Ficedula,albicilla
snbfly1,Ficedula hyperythra,Snowy-browed Flycatcher,Passeriformes,Muscicapidae,Ficedula,hyperythra
rugfly1,Ficedula strophiata,Rufous-gorgeted Flycatcher,Passeriformes,Muscicapidae,Ficedula,strophiata
ultfly1,Ficedula superciliaris,Ultramarine Flycatcher,Passeriformes,Muscicapidae,Ficedula,superciliaris
lipfly1,Ficedula westermanni,Little Pied Flycatcher,Passeriformes,Muscicapidae,Ficedula,westermanni
mugfly,Ficedula mugimaki,Mugimaki Flycatcher,Passeriformes,Muscicapidae,Ficedula,mugimaki
korfly1,Ficedula zanthopygia,Yellow-rumped Flycatcher,Passeriformes,Muscicapidae,Ficedula,zanthopygia
slbfly2,Ficedula tricolor,Slaty-blue Flycatcher,Passeriformes,Muscicapidae,Ficedula,tricolor
barfly1,Ficedula nigrorufa,Black-and-orange Flycatcher,Passeriformes,Muscicapidae,Ficedula,nigrorufa
pybfly1,Ficedula hodgsoni,Pygmy Flycatcher,Passeriformes,Muscicapidae,Ficedula,hodgsoni
slbfly1,Ficedula sordida,Slaty-backed Flycatcher,Passeriformes,Muscicapidae,Ficedula,sordida
sapfly1,Ficedula sapphira,Sapphire Flycatcher,Passeriformes,Muscicapidae,Ficedula,sapphira
rubred2,Phoenicurus erythronotus,Rufous-backed Redstart,Passeriformes,Muscicapidae,Phoenicurus,erythronotus
blfred1,Phoenicurus frontalis,Blue-fronted Redstart,Passeriformes,Muscicapidae,Phoenicurus,frontalis
bucred1,Phoenicurus coeruleocephala,Blue-capped Redstart,Passeriformes,Muscicapidae,Phoenicurus,coeruleocephala
whtred1,Phoenicurus schisticeps,White-throated Redstart,Passeriformes,Muscicapidae,Phoenicurus,schisticeps
whcred1,Phoenicurus leucocephalus,White-capped Redstart,Passeriformes,Muscicapidae,Phoenicurus,leucocephalus
plured1,Phoenicurus fuliginosus,Plumbeous Redstart,Passeriformes,Muscicapidae,Phoenicurus,fuliginosus
blared1,Phoenicurus ochruros,Black Redstart,Passeriformes,Muscicapidae,Phoenicurus,ochruros
comred2,Phoenicurus phoenicurus,Common Redstart,Passeriformes,Muscicapidae,Phoenicurus,phoenicurus
daured1,Phoenicurus auroreus,Daurian Redstart,Passeriformes,Muscicapidae,Phoenicurus,auroreus
whwred2,Phoenicurus erythrogastrus,White-winged Redstart,Passeriformes,Muscicapidae,Phoenicurus,erythrogastrus
hodred1,Phoenicurus hodgsoni,Hodgson's Redstart,Passeriformes,Muscicapidae,Phoenicurus,hodgsoni
bcrthr1,Monticola cinclorhyncha,Blue-capped Rock-Thrush,Passeriformes,Muscicapidae,Monticola,cinclorhyncha
cbrthr1,Monticola rufiventris,Chestnut-bellied Rock-Thrush,Passeriformes,Muscicapidae,Monticola,rufiventris
rtrthr1,Monticola saxatilis,Rufous-tailed Rock-Thrush,Passeriformes,Muscicapidae,Monticola,saxatilis
burthr,Monticola solitarius,Blue Rock-Thrush,Passeriformes,Muscicapidae,Monticola,solitarius
whbbus4,Saxicola macrorhynchus,White-browed Bushchat,Passeriformes,Muscicapidae,Saxicola,macrorhynchus
whtbus1,Saxicola insignis,White-throated Bushchat,Passeriformes,Muscicapidae,Saxicola,insignis
sibsto1,Saxicola maurus,Siberian Stonechat,Passeriformes,Muscicapidae,Saxicola,maurus
whtsto2,Saxicola leucurus,White-tailed Stonechat,Passeriformes,Muscicapidae,Saxicola,leucurus
piebus1,Saxicola caprata,Pied Bushchat,Passeriformes,Muscicapidae,Saxicola,caprata
jerbus1,Saxicola jerdoni,Jerdon's Bushchat,Passeriformes,Muscicapidae,Saxicola,jerdoni
grybus1,Saxicola ferreus,Gray Bushchat,Passeriformes,Muscicapidae,Saxicola,ferreus
norwhe,Oenanthe oenanthe,Northern Wheatear,Passeriformes,Muscicapidae,Oenanthe,oenanthe
isawhe1,Oenanthe isabellina,Isabelline Wheatear,Passeriformes,Muscicapidae,Oenanthe,isabellina
deswhe1,Oenanthe deserti,Desert Wheatear,Passeriformes,Muscicapidae,Oenanthe,deserti
piewhe1,Oenanthe pleschanka,Pied Wheatear,Passeriformes,Muscicapidae,Oenanthe,pleschanka
indcha1,Cercomela fusca,Indian Chat,Passeriformes,Muscicapidae,Cercomela,fusca
varwhe1,Oenanthe picata,Variable Wheatear,Passeriformes,Muscicapidae,Oenanthe,picata
humwhe2,Oenanthe albonigra,Hume's Wheatear,Passeriformes,Muscicapidae,Oenanthe,albonigra
retwhe1,Oenanthe xanthoprymna,Red-tailed Wheatear,Passeriformes,Muscicapidae,Oenanthe,xanthoprymna
granda1,Grandala coelicolor,Grandala,Passeriformes,Turdidae,Grandala,coelicolor
lotthr1,Zoothera dixoni,Long-tailed Thrush,Passeriformes,Turdidae,Zoothera,dixoni
alpthr1,Zoothera mollissima,Alpine Thrush,Passeriformes,Turdidae,Zoothera,mollissima
himthr1,Zoothera salimalii,Himalayan Thrush,Passeriformes,Turdidae,Zoothera,salimalii
dasthr1,Zoothera marginata,Dark-sided Thrush,Passeriformes,Turdidae,Zoothera,marginata
lobthr1,Zoothera monticola,Long-billed Thrush,Passeriformes,Turdidae,Zoothera,monticola
scathr8,Zoothera dauma,Scaly Thrush,Passeriformes,Turdidae,Zoothera,dauma
scathr4,Zoothera neilgherriensis,Nilgiri Thrush,Passeriformes,Turdidae,Zoothera,neilgherriensis
purcoc1,Cochoa purpurea,Purple Cochoa,Passeriformes,Turdidae,Cochoa,purpurea
grecoc1,Cochoa viridis,Green Cochoa,Passeriformes,Turdidae,Cochoa,viridis
sibthr1,Geokichla sibirica,Siberian Thrush,Passeriformes,Turdidae,Geokichla,sibirica
piethr1,Geokichla wardii,Pied Thrush,Passeriformes,Turdidae,Geokichla,wardii
orhthr1,Geokichla citrina,Orange-headed Thrush,Passeriformes,Turdidae,Geokichla,citrina
chithr2,Otocichla mupinensis,Chinese Thrush,Passeriformes,Turdidae,Otocichla,mupinensis
misthr1,Turdus viscivorus,Mistle Thrush,Passeriformes,Turdidae,Turdus,viscivorus
sonthr1,Turdus philomelos,Song Thrush,Passeriformes,Turdidae,Turdus,philomelos
gywbla1,Turdus boulboul,Gray-winged Blackbird,Passeriformes,Turdidae,Turdus,boulboul
eurbla2,Turdus simillimus,Indian Blackbird,Passeriformes,Turdidae,Turdus,simillimus
blbthr2,Turdus dissimilis,Black-breasted Thrush,Passeriformes,Turdidae,Turdus,dissimilis
ticthr1,Turdus unicolor,Tickell's Thrush,Passeriformes,Turdidae,Turdus,unicolor
eyethr,Turdus obscurus,Eyebrowed Thrush,Passeriformes,Turdidae,Turdus,obscurus
gysthr1,Turdus feae,Gray-sided Thrush,Passeriformes,Turdidae,Turdus,feae
whbthr2,Turdus kessleri,White-backed Thrush,Passeriformes,Turdidae,Turdus,kessleri
tibbla1,Turdus maximus,Tibetan Blackbird,Passeriformes,Turdidae,Turdus,maximus
fieldf,Turdus pilaris,Fieldfare,Passeriformes,Turdidae,Turdus,pilaris
whcbla1,Turdus albocinctus,White-collared Blackbird,Passeriformes,Turdidae,Turdus,albocinctus
chethr1,Turdus rubrocanus,Chestnut Thrush,Passeriformes,Turdidae,Turdus,rubrocanus
