"sl","Common.Name","Scientific.Name","eBird.English.Name.2018","eBird.English.Name.2019","eBird.species.group","order","family","IUCN","WLPA.Schedule","Long.Term.Analysis","Current.Analysis","Long.Term.Trend","Long.Term.Trend.CI","Current.Annual.Change","Current.Annual.Change.CI","Range.Size","Range.Size.CI","Long.Term.Status","Current.Status","Range.Status","Concern.Status","Migratory.Status","Diet.Category","Waterbirds","Raptors","Raptors.Scavengers","Raptors.Composite","Waterbirds.Composite","Habitat.Composite","Endemics.Composite","Diet.Composite"
471,"Cinereous Tit","Parus cinereus","Cinereous Tit","Cinereous Tit","Tits, Chickadees, and Titmice","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Least Concern","Schedule-IV","X","X",-13.0936518,20.06921321,1.706121298,4.1298526,121.3030934,0.078400000000002,"Stable","Uncertain","Very Large","Low","Resident","Omnivore","","","","","","Generalists","Resident-Non-Endemics","Omnivorous"
472,"White-naped Tit","Machlolophus nuchalis","White-naped Tit","White-naped Tit","Tits, Chickadees, and Titmice","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Vulnerable","Schedule-IV","","",NA,NA,NA,NA,3.965217,0.0957999999999997,"Data Deficient","Data Deficient","Restricted","High","Resident","Invertebrate","","","","","","Grassland/Scrub","Others-Subcontinent","Invertebrate"
473,"Himalayan Black-lored Tit","Machlolophus xanthogenys","Himalayan Black-lored Tit","Himalayan Black-lored Tit","Tits, Chickadees, and Titmice","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Least Concern","Schedule-IV","X","X",4.79647823,81.61191713,-8.319278531,9.700879487,8.83295,0.0507999999999988,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
474,"Indian Yellow Tit","Machlolophus aplonotus","Indian Yellow Tit","Indian Yellow Tit","Tits, Chickadees, and Titmice","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Least Concern","Schedule-IV","X","X",-42.88841375,20.04605539,-5.352296481,4.840424626,41.8718308,0.0705000000000027,"Stable","Uncertain","Large","Low","Resident","Invertebrate","","","","","","Generalists","Others-Subcontinent","Invertebrate"
475,"Yellow-cheeked Tit","Machlolophus spilonotus","Yellow-cheeked Tit","Yellow-cheeked Tit","Tits, Chickadees, and Titmice","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Least Concern","Schedule-IV","","X",NA,NA,-2.681045141,24.88148659,4.7708227,0.0683999999999996,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
476,"Black-throated Tit","Aegithalos concinnus","Black-throated Tit","Black-throated Tit","Penduline-Tits and Long-tailed Tits","Passeriformes","Aegithalidae (Long-tailed Tits)","Least Concern","Schedule-IV","X","X",-23.45609687,40.13513541,-5.989720496,7.106993164,15.8064995,0.0520000000000014,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
477,"White-throated Tit","Aegithalos niveogularis","White-throated Tit","White-throated Tit","Penduline-Tits and Long-tailed Tits","Passeriformes","Aegithalidae (Long-tailed Tits)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,6.5860836,0.1444,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
478,"Black-browed Tit","Aegithalos iouschistos","Black-browed Tit","Black-browed Tit","Penduline-Tits and Long-tailed Tits","Passeriformes","Aegithalidae (Long-tailed Tits)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,2.6313149,0.0939000000000001,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
479,"Indian Nuthatch","Sitta castanea","Indian Nuthatch","Indian Nuthatch","Nuthatches","Passeriformes","Sittidae (Nuthatches)","Least Concern","Schedule-IV","X","X",-74.24564083,13.09212978,-8.315454476,6.576888973,24.9173403,0.087299999999999,"Strong Decline","Moderate Decline","Moderate","High","Resident","Invertebrate","","","","","","Generalists","Others-Subcontinent","Invertebrate"
480,"Chestnut-bellied Nuthatch","Sitta cinnamoventris","Chestnut-bellied Nuthatch","Chestnut-bellied Nuthatch","Nuthatches","Passeriformes","Sittidae (Nuthatches)","Least Concern","Schedule-IV","X","X",3.087149788,47.89802812,1.060121464,8.188035657,18.3112385,0.0696999999999974,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Forests","Resident-Non-Endemics","Invertebrate"
481,"Kashmir Nuthatch","Sitta cashmirensis","Kashmir Nuthatch","Kashmir Nuthatch","Nuthatches","Passeriformes","Sittidae (Nuthatches)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,1.683626,0.0907,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
482,"White-tailed Nuthatch","Sitta himalayensis","White-tailed Nuthatch","White-tailed Nuthatch","Nuthatches","Passeriformes","Sittidae (Nuthatches)","Least Concern","Schedule-IV","X","X",-53.23381609,30.48266845,-2.701978026,10.12113388,9.9865651,0.0513999999999992,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Forests","Resident-Non-Endemics","Invertebrate"
483,"White-cheeked Nuthatch","Sitta leucopsis","White-cheeked Nuthatch","White-cheeked Nuthatch","Nuthatches","Passeriformes","Sittidae (Nuthatches)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,6.9726756,0.1218,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
484,"Velvet-fronted Nuthatch","Sitta frontalis","Velvet-fronted Nuthatch","Velvet-fronted Nuthatch","Nuthatches","Passeriformes","Sittidae (Nuthatches)","Least Concern","Schedule-IV","X","X",-62.03604562,12.71760745,-5.540512836,4.754478581,31.3315673,0.0566999999999993,"Moderate Decline","Uncertain","Large","Moderate","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
485,"Beautiful Nuthatch","Sitta formosa","Beautiful Nuthatch","Beautiful Nuthatch","Nuthatches","Passeriformes","Sittidae (Nuthatches)","Vulnerable","Schedule-IV","","",NA,NA,NA,NA,1.969504,0.0814999999999999,"Data Deficient","Data Deficient","Restricted","High","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
486,"Wallcreeper","Tichodroma muraria","Wallcreeper","Wallcreeper","Wallcreeper","Passeriformes","Tichodromidae (Wallcreeper)","Least Concern","Schedule-IV","X","X",-23.03989437,343.9793262,-2.971369065,78.56759649,15.0672484,0.1267,"Uncertain","Uncertain","Moderate","Low","Migratory-Local","Invertebrate","","","","","","Generalists","","Invertebrate"
487,"Hodgson's Treecreeper","Certhia hodgsoni","Hodgson's Treecreeper","Hodgson's Treecreeper","Treecreepers","Passeriformes","Certhiidae (Treecreepers)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,11.3083468,0.1084,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
488,"Bar-tailed Treecreeper","Certhia himalayana","Bar-tailed Treecreeper","Bar-tailed Treecreeper","Treecreepers","Passeriformes","Certhiidae (Treecreepers)","Least Concern","Schedule-IV","X","X",-7.331232124,61.91904329,-8.531680479,8.838387626,13.4192381,0.0546000000000006,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
489,"Rusty-flanked Treecreeper","Certhia nipalensis","Rusty-flanked Treecreeper","Rusty-flanked Treecreeper","Treecreepers","Passeriformes","Certhiidae (Treecreepers)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,4.4864368,0.0827999999999998,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
490,"Sikkim Treecreeper","Certhia discolor","Sikkim Treecreeper","Sikkim Treecreeper","Treecreepers","Passeriformes","Certhiidae (Treecreepers)","Least Concern","Schedule-IV","","X",NA,NA,-2.355982282,15.2945555,2.1787235,0.0505,"Data Deficient","Uncertain","Restricted","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
491,"Indian Spotted Creeper","Salpornis spilonota","Indian Spotted Creeper","Indian Spotted Creeper","Treecreepers","Passeriformes","Certhiidae (Treecreepers)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,3.6107189,0.1024,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Invertebrate","","","","","","Generalists","Others-Subcontinent","Invertebrate"
492,"Eurasian Wren","Troglodytes troglodytes","Eurasian Wren","Eurasian Wren","Wrens","Passeriformes","Troglodytidae (Wrens)","Least Concern","Schedule-IV","","X",NA,NA,-9.787500053,14.25575779,13.2408202,0.0632999999999999,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
493,"Brown Dipper","Cinclus pallasii","Brown Dipper","Brown Dipper","Dippers","Passeriformes","Cinclidae (Dippers)","Least Concern","Schedule-IV","X","X",-42.14941774,32.68571405,2.425294945,10.8667178,18.9865742,0.0645999999999987,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Wetlands","Resident-Non-Endemics","Invertebrate"
494,"Grey-headed Bulbul","Brachypodius priocephalus","Gray-headed Bulbul","Gray-headed Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Near Threatened","Schedule-IV","","X",NA,NA,-3.63227826,10.37662978,9.9447993,0.0370000000000008,"Data Deficient","Uncertain","Moderate","Moderate","Resident","FruiNect","","","","","","Forests","Western-Ghats","Fruit-Nectar"
495,"Andaman Bulbul","Brachypodius fuscoflavescens","Andaman Bulbul","Andaman Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","","X",NA,NA,2.019573658,10.32895861,0.509429,0.00109999999999999,"Data Deficient","Uncertain","Restricted","Moderate","Resident","FruiNect","","","","","","Forests","","Fruit-Nectar"
496,"Black-crested Bulbul","Pycnonotus flaviventris","Black-crested Bulbul","Black-crested Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",7.606458543,50.87158314,5.37886762,9.815821845,23.0347327,0.0655000000000001,"Uncertain","Uncertain","Moderate","Low","Resident","FruiNect","","","","","","Generalists","Resident-Non-Endemics","Fruit-Nectar"
497,"Flame-throated Bulbul","Pycnonotus gularis","Flame-throated Bulbul","Flame-throated Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",-68.55671928,21.30610616,-4.734062338,9.921374657,9.6077059,0.0312000000000001,"Moderate Decline","Uncertain","Moderate","Moderate","Resident","FruiNect","","","","","","Forests","Western-Ghats","Fruit-Nectar"
498,"Striated Bulbul","Pycnonotus striatus","Striated Bulbul","Striated Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","","X",NA,NA,-4.865197776,25.3389145,6.4852685,0.0678999999999998,"Data Deficient","Uncertain","Moderate","Low","Resident","Omnivore","","","","","","Forests","","Omnivorous"
499,"Red-vented Bulbul","Pycnonotus cafer","Red-vented Bulbul","Red-vented Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",13.68738554,8.770379671,-0.389445559,1.185877239,221.7307763,0.0656999999999925,"Stable","Stable","Very Large","Low","Resident","Omnivore","","","","","","Generalists","Resident-Non-Endemics","Omnivorous"
500,"Red-whiskered Bulbul","Pycnonotus jocosus","Red-whiskered Bulbul","Red-whiskered Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",24.91653869,27.23022999,-0.058822255,3.590140051,113.5003724,0.0621000000000009,"Uncertain","Uncertain","Very Large","Low","Resident","Omnivore","","","","","","Generalists","Resident-Non-Endemics","Omnivorous"
501,"White-eared Bulbul","Pycnonotus leucotis","White-eared Bulbul","White-eared Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",-10.11127368,38.48552611,-1.626700411,7.664482185,34.5009781,0.0665000000000049,"Uncertain","Uncertain","Large","Low","Resident","Omnivore","","","","","","Generalists","Resident-Non-Endemics","Omnivorous"
502,"Himalayan Bulbul","Pycnonotus leucogenis","Himalayan Bulbul","Himalayan Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",90.16311035,103.2985543,2.915899751,10.40451832,17.2206587,0.0441000000000003,"Uncertain","Uncertain","Moderate","Low","Resident","Omnivore","","","","","","Generalists","Resident-Non-Endemics","Omnivorous"
503,"Yellow-throated Bulbul","Pycnonotus xantholaemus","Yellow-throated Bulbul","Yellow-throated Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Vulnerable","Schedule-IV","","X",NA,NA,-11.2133699,9.751705827,9.3673067,0.0554000000000006,"Data Deficient","Moderate Decline","Moderate","Moderate","Resident","Omnivore","","","","","","Grassland/Scrub","Others-Subcontinent","Omnivorous"
504,"White-browed Bulbul","Pycnonotus luteolus","White-browed Bulbul","White-browed Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",-10.60378995,26.46996662,-0.347696692,5.159491128,65.0139296,0.0615000000000094,"Uncertain","Uncertain","Large","Low","Resident","FruiNect","","","","","","Generalists","Others-Subcontinent","Fruit-Nectar"
505,"White-throated Bulbul","Alophoixus flaveolus","White-throated Bulbul","White-throated Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",-24.75450771,210.9912535,10.11379222,70.22954485,10.2249371,0.0524000000000004,"Uncertain","Uncertain","Moderate","Low","Resident","FruiNect","","","","","","Forests","Resident-Non-Endemics","Fruit-Nectar"
506,"Indian Olive Bulbul","Iole cacharensis","Cachar Bulbul","Cachar Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,0.2376,0,"Data Deficient","Data Deficient","Very Restricted","High","Resident","","","","","","","Forests","",""
507,"Yellow-browed Bulbul","Acritillas indica","Yellow-browed Bulbul","Yellow-browed Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",-77.79295238,14.55160702,-5.759438926,9.918221604,15.136203,0.0346999999999991,"Strong Decline","Uncertain","Moderate","Moderate","Resident","Omnivore","","","","","","Generalists","Western-Ghats","Omnivorous"
508,"Black Bulbul","Hypsipetes leucocephalus","Black Bulbul","Black Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",36.02880419,56.63981741,3.970115443,7.899466745,25.1872591,0.0579000000000001,"Uncertain","Uncertain","Large","Low","Resident","FruiNect","","","","","","Generalists","Resident-Non-Endemics","Fruit-Nectar"
509,"Square-tailed Bulbul","Hypsipetes ganeesa","Square-tailed Bulbul","Square-tailed Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",-73.72585774,13.08624455,-6.033059576,7.227043994,10.8372287,0.0431999999999988,"Strong Decline","Uncertain","Moderate","Moderate","Resident","FruiNect","","","","","","Generalists","Western-Ghats","Fruit-Nectar"
510,"Nicobar Bulbul","Ixos nicobariensis","Nicobar Bulbul","Nicobar Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Near Threatened","Schedule-IV","","",NA,NA,NA,NA,0.0273,0,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Omnivore","","","","","","Generalists","","Omnivorous"
511,"Ashy Bulbul","Hemixos flavala","Ashy Bulbul","Ashy Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","X","X",-11.18679788,57.94513746,-3.044712761,10.08654292,14.4776018,0.0749999999999993,"Uncertain","Uncertain","Moderate","Low","Resident","Omnivore","","","","","","Generalists","Resident-Non-Endemics","Omnivorous"
512,"Mountain Bulbul","Ixos mcclellandii","Mountain Bulbul","Mountain Bulbul","Bulbuls","Passeriformes","Pycnonotidae (Bulbuls)","Least Concern","Schedule-IV","","X",NA,NA,1.795496442,19.17922834,10.1667318,0.0627999999999993,"Data Deficient","Uncertain","Moderate","Low","Resident","Omnivore","","","","","","Forests","","Omnivorous"
513,"Scaly-breasted Wren Babbler","Pnoepyga albiventer","Scaly-breasted Cupwing","Scaly-breasted Cupwing","Cupwings","Passeriformes","Pnoepygidae (Cupwings)","Least Concern","Schedule-IV","","X",NA,NA,-4.294632017,120.5994603,10.2182332,0.0747999999999998,"Data Deficient","Uncertain","Moderate","Low","Resident","Omnivore","","","","","","Generalists","","Omnivorous"
514,"Nepal Wren Babbler","Pnoepyga immaculata","Immaculate Cupwing","Immaculate Cupwing","Cupwings","Passeriformes","Pnoepygidae (Cupwings)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,3.2446287,0.1612,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
515,"Pygmy Wren Babbler","Pnoepyga pusilla","Pygmy Cupwing","Pygmy Cupwing","Cupwings","Passeriformes","Pnoepygidae (Cupwings)","Least Concern","Schedule-IV","","X",NA,NA,6.113539934,32.45113573,8.744825,0.0800999999999998,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
516,"Pale-footed Bush Warbler","Hemitesia pallidipes","Pale-footed Bush Warbler","Pale-footed Bush Warbler","Bush Warblers and Allies","Passeriformes","Scotocercidae (Bush Warblers and Allies)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,1.5824875,0.1148,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
517,"Grey-bellied Tesia","Tesia cyaniventer","Gray-bellied Tesia","Gray-bellied Tesia","Bush Warblers and Allies","Passeriformes","Scotocercidae (Bush Warblers and Allies)","Least Concern","Schedule-IV","","X",NA,NA,-10.3477802,26.74908316,9.0333357,0.0798000000000005,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
