Common Name,Scientific Name,IUCN
Blue-faced Honeyeater,Entomyzon cyanotis,LC
White-quilled Honeyeater,Entomyzon albipennis,LC
,Entomyzon cyanotis,NR
Gilbert's Honeyeater,Melithreptus chloropsis,LC
White-naped Honeyeater,Melithreptus lunatus,LC
Black-headed Honeyeater,Melithreptus affinis,LC
White-throated Honeyeater,Melithreptus albogularis,LC
Strong-billed Honeyeater,Melithreptus validirostris,LC
Golden-backed Honeyeater,Melithreptus laetior,LC
Black-chinned Honeyeater,Melithreptus gularis,LC
Brown-headed Honeyeater,Melithreptus brevirostris,LC
,Melithreptus gularis,NR
,Melithreptus lunatus,NR
White-eared Honeyeater,Nesoptilotis leucotis,LC
Yellow-throated Honeyeater,Nesoptilotis flavicollis,LC
Makira Honeyeater,Meliarchus sclateri,LC
Guadalcanal Honeyeater,Guadalcanaria inexpectata,LC
Kadavu Honeyeater,Meliphacator provocator,LC
Yellow-billed Honeyeater,Gymnomyza viridis,LC
Giant Honeyeater,Gymnomyza brunneirostris,LC
Mao,Gymnomyza samoensis,EN
Crow Honeyeater,Gymnomyza aubryana,CR
,Gymnomyza viridis,NR
Kikau,Foulehaio procerior,LC
Fiji Wattled Honeyeater,Foulehaio taviunensis,LC
Polynesian Wattled Honeyeater,Foulehaio carunculatus,LC
,Foulehaio carunculatus,NR
Spotted Honeyeater,Xanthotis polygrammus,LC
Macleay's Honeyeater,Xanthotis macleayanus,LC
Tawny-breasted Honeyeater,Xanthotis flaviventer,LC
Striped Honeyeater,Plectorhyncha lanceolata,LC
Painted Honeyeater,Grantiella picta,VU
White-streaked Friarbird,Melitograis gilolensis,LC
Meyer's Friarbird,Philemon meyeri,LC
Brass's Friarbird,Philemon brassi,NT
Little Friarbird,Philemon citreogularis,LC
Grey Friarbird,Philemon kisserensis,LC
Timor Friarbird,Philemon inornatus,LC
Dusky Friarbird,Philemon fuscicapillus,VU
Seram Friarbird,Philemon subcorniculatus,LC
Black-faced Friarbird,Philemon moluccensis,LC
Tanimbar Friarbird,Philemon plumigenis,LC
Helmeted Friarbird,Philemon buceroides,LC
New Britain Friarbird,Philemon cockerelli,LC
New Ireland Friarbird,Philemon eichhorni,LC
White-naped Friarbird,Philemon albitorques,LC
Silver-crowned Friarbird,Philemon argenticeps,LC
Noisy Friarbird,Philemon corniculatus,LC
New Caledonian Friarbird,Philemon diemenensis,LC
,Philemon novaeguineae,NR
,Philemon citreogularis,NR
,Philemon moluccensis,NR
,Philemon buceroides,NR
Black Honeyeater,Sugomel nigrum,LC
Bismarck Honeyeater,Vosea whitemanensis,NT
Drab Myzomela,Myzomela blasii,LC
White-chinned Myzomela,Myzomela albigula,DD
Ashy Myzomela,Myzomela cineracea,LC
Ruby-throated Myzomela,Myzomela eques,LC
Moluccan Myzomela,Myzomela simplex,LC
Obi Myzomela,Myzomela rubrotincta,LC
Red-brown Myzomela,Myzomela rubrobrunnea,LC
Dusky Myzomela,Myzomela obscura,LC
Reddish Myzomela,Myzomela erythrina,LC
Red Myzomela,Myzomela cruentata,LC
Papuan Black Myzomela,Myzomela nigrita,LC
New Ireland Myzomela,Myzomela pulchella,LC
Crimson-hooded Myzomela,Myzomela kuehni,LC
Red-headed Myzomela,Myzomela erythrocephala,LC
Sumba Myzomela,Myzomela dammermani,LC
Mountain Myzomela,Myzomela adolphinae,LC
Rotuma Myzomela,Myzomela chermesina,VU
Sulawesi Myzomela,Myzomela chloroptera,LC
Bacan Myzomela,Myzomela batjanensis,VU
Wakolo Myzomela,Myzomela wakoloensis,LC
Banda Myzomela,Myzomela boiei,LC
Scarlet Myzomela,Myzomela sanguinolenta,LC
New Caledonian Myzomela,Myzomela caledonica,LC
Cardinal Myzomela,Myzomela cardinalis,LC
Micronesian Myzomela,Myzomela rubratra,LC
Sclater's Myzomela,Myzomela sclateri,LC
Bismarck Black Myzomela,Myzomela pammelaena,LC
Red-capped Myzomela,Myzomela lafargei,LC
Crimson-rumped Myzomela,Myzomela eichhorni,LC
Malaita Myzomela,Myzomela malaitae,NT
Black-headed Myzomela,Myzomela melanocephala,LC
Sooty Myzomela,Myzomela tristrami,LC
Orange-breasted Myzomela,Myzomela jugularis,LC
Black-bellied Myzomela,Myzomela erythromelas,LC
Black-breasted Myzomela,Myzomela vulnerata,LC
Red-collared Myzomela,Myzomela rosenbergii,LC
Long-billed Myzomela,Myzomela longirostris,NT
,Myzomela obscura,NR
,Myzomela eques,NR
,Myzomela chloroptera,NR
,Myzomela rosenbergii,NR
,Myzomela cruentata,NR
Western Spinebill,Acanthorhynchus superciliosus,LC
Eastern Spinebill,Acanthorhynchus tenuirostris,LC
Pied Honeyeater,Certhionyx variegatus,LC
Tui,Prosthemadera novaeseelandiae,LC
New Zealand Bellbird,Anthornis melanura,LC
Chatham Bellbird,Anthornis melanocephala,EX
Plain Honeyeater,Pycnopygius ixoides,LC
Marbled Honeyeater,Pycnopygius cinereus,LC
Streak-headed Honeyeater,Pycnopygius stictocephalus,LC
Barred Honeyeater,Gliciphila undulata,LC
Tawny-crowned Honeyeater,Gliciphila melanops,LC
Vanuatu Honeyeater,Gliciphila notabilis,LC
Green-backed Honeyeater,Glycichaera fallax,LC
Leaden Honeyeater,Ptiloprora plumbea,LC
Yellowish-streaked Honeyeater,Ptiloprora meekiana,LC
Rufous-sided Honeyeater,Ptiloprora erythropleura,LC
Rufous-backed Honeyeater,Ptiloprora guisei,LC
Mayr's Honeyeater,Ptiloprora mayri,LC
Grey-streaked Honeyeater,Ptiloprora perstriata,LC
Bougainville Honeyeater,Stresemannia bougainvillei,LC
Bar-breasted Honeyeater,Ramsayornis fasciatus,LC
Brown-backed Honeyeater,Ramsayornis modestus,LC
Rufous-banded Honeyeater,Conopophila albogularis,LC
Rufous-throated Honeyeater,Conopophila rufogularis,LC
Grey Honeyeater,Conopophila whitei,LC
Gibberbird,Ashbyia lovensis,LC
Yellow Chat,Epthianura crocea,LC
Crimson Chat,Epthianura tricolor,LC
White-fronted Chat,Epthianura albifrons,LC
Orange Chat,Epthianura aurifrons,LC
Long-billed Honeyeater,Melilestes megarhynchus,LC
Tawny Straightbill,Timeliopsis griseigula,LC
Olive Straightbill,Timeliopsis fulvigula,LC
Macgregor's Honeyeater,Macgregoria pulchra,VU
Arfak Honeyeater,Melipotes gymnops,LC
Smoky Honeyeater,Melipotes fumigatus,LC
Foja Honeyeater,Melipotes carolae,LC
Spangled Honeyeater,Melipotes ater,LC
,Melipotes fumigatus,NR
Orange-cheeked Honeyeater,Oreornis chrysogenys,LC
Puff-backed Honeyeater,Meliphaga aruensis,LC
Yellow-spotted Honeyeater,Meliphaga notata,LC
Lewin's Honeyeater,Meliphaga lewinii,LC
,Meliphaga albilineata,NR
Scrub Honeyeater,Microptilotis albonotatus,LC
Hill-forest Honeyeater,Microptilotis orientalis,LC
Mimic Honeyeater,Microptilotis analogus,LC
Forest Honeyeater,Microptilotis montanus,LC
Mottle-breasted Honeyeater,Microptilotis mimikae,LC
Elegant Honeyeater,Microptilotis cinereifrons,LC
Graceful Honeyeater,Microptilotis gracilis,LC
Imitatress Honeyeater,Microptilotis imitatrix,LC
Tagula Honeyeater,Microptilotis vicina,DD
Yellow-gaped Honeyeater,Microptilotis flavirictus,LC
Streak-breasted Honeyeater,Microptilotis reticulatus,LC
Kimberley Honeyeater,Microptilotis fordianus,LC
White-lined Honeyeater,Microptilotis albilineatus,LC
,Microptilotis gracilis,NR
,Microptilotis gracilis,NR
White-gaped Honeyeater,Stomiopera unicolor,LC
Yellow Honeyeater,Stomiopera flava,LC
Bridled Honeyeater,Bolemoreus frenatus,LC
Eungella Honeyeater,Bolemoreus hindwoodi,LC
Spiny-cheeked Honeyeater,Acanthagenys rufogularis,LC
Western Wattlebird,Anthochaera lunulata,LC
Little Wattlebird,Anthochaera chrysoptera,LC
Regent Honeyeater,Anthochaera phrygia,CR
Red Wattlebird,Anthochaera carunculata,LC
Yellow Wattlebird,Anthochaera paradoxa,LC
,Anthochaera chrysoptera,NR
Varied Honeyeater,Gavicalis versicolor,LC
Singing Honeyeater,Gavicalis virescens,LC
Mangrove Honeyeater,Gavicalis fasciogularis,LC
White-plumed Honeyeater,Ptilotula penicillata,LC
Yellow-plumed Honeyeater,Ptilotula ornata,LC
Yellow-tinted Honeyeater,Ptilotula flavescens,LC
Fuscous Honeyeater,Ptilotula fusca,LC
Grey-headed Honeyeater,Ptilotula keartlandi,LC
Grey-fronted Honeyeater,Ptilotula plumula,LC
White-fronted Honeyeater,Purnella albifrons,LC
Yellow-faced Honeyeater,Caligavis chrysops,LC
Obscure Honeyeater,Caligavis obscura,LC
Black-throated Honeyeater,Caligavis subfrenata,LC
Purple-gaped Honeyeater,Lichenostomus cratitius,LC
Yellow-tufted Honeyeater,Lichenostomus melanops,LC
Bell Miner,Manorina melanophrys,LC
Noisy Miner,Manorina melanocephala,LC
Black-eared Miner,Manorina melanotis,EN
Yellow-throated Miner,Manorina flavigula,LC
,Manorina flavigula,NR
Sooty Honeyeater,Melidectes fuscus,LC
Short-bearded Honeyeater,Melidectes nouhuysi,LC
Long-bearded Honeyeater,Melidectes princeps,VU
Cinnamon-browed Honeyeater,Melidectes ochromelas,LC
Vogelkop Honeyeater,Melidectes leucostephes,LC
Belford's Honeyeater,Melidectes belfordi,LC
Yellow-browed Honeyeater,Melidectes rufocrissalis,LC
Huon Honeyeater,Melidectes foersteri,LC
Ornate Honeyeater,Melidectes torquatus,LC
Spotted Pardalote,Pardalotus punctatus,LC
Forty-spotted Pardalote,Pardalotus quadragintus,EN
Red-browed Pardalote,Pardalotus rubricatus,LC
Striated Pardalote,Pardalotus striatus,LC
Goldenface,Pachycare flavogriseum,LC
Fernwren,Oreoscopus gutturalis,LC
Brown Gerygone,Gerygone mouki,LC
Yellow-bellied Gerygone,Gerygone chrysogaster,LC
Fairy Gerygone,Gerygone palpebrosa,LC
Green-backed Gerygone,Gerygone chloronota,LC
Plain Gerygone,Gerygone inornata,LC
White-throated Gerygone,Gerygone olivacea,LC
Golden-bellied Gerygone,Gerygone sulphurea,LC
Biak Gerygone,Gerygone hypoxantha,VU
Large-billed Gerygone,Gerygone magnirostris,LC
Rufous-sided Gerygone,Gerygone dorsalis,LC
Dusky Gerygone,Gerygone tenebrosa,LC
Rennell Gerygone,Gerygone citrina,LC
Fan-tailed Gerygone,Gerygone flavolateralis,LC
Norfolk Gerygone,Gerygone modesta,NT
Lord Howe Gerygone,Gerygone insularis,EX
Grey Gerygone,Gerygone igata,LC
Chatham Gerygone,Gerygone albofrontata,LC
Brown-breasted Gerygone,Gerygone ruficollis,LC
Mangrove Gerygone,Gerygone levigaster,LC
Western Gerygone,Gerygone fusca,LC
,Gerygone magnirostris,NR
,Gerygone flavolateralis,NR
Weebill,Smicrornis brevirostris,LC
Pilotbird,Pycnoptilus floccosus,LC
Redthroat,Pyrrholaemus brunneus,LC
Speckled Warbler,Pyrrholaemus sagittatus,LC
Chestnut-rumped Heathwren,Calamanthus pyrrhopygius,LC
Shy Heathwren,Calamanthus cautus,LC
Striated Fieldwren,Calamanthus fuliginosus,LC
Western Fieldwren,Calamanthus montanellus,LC
Rufous Fieldwren,Calamanthus campestris,LC
,Calamanthus campestris,NR
Rockwarbler,Origma solitaria,LC
Rusty Mouse-warbler,Crateroscelis murina,LC
Bicoloured Mouse-warbler,Crateroscelis nigrorufa,LC
Mountain Mouse-warbler,Crateroscelis robusta,LC
Yellow-throated Scrubwren,Sericornis citreogularis,LC
Pale-billed Scrubwren,Sericornis spilodera,LC
Papuan Scrubwren,Sericornis papuensis,LC
Buff-faced Scrubwren,Sericornis perspicillatus,LC
Vogelkop Scrubwren,Sericornis rufescens,LC
Grey-green Scrubwren,Sericornis arfakianus,LC
Atherton Scrubwren,Sericornis keri,LC
Tasmanian Scrubwren,Sericornis humilis,LC
White-browed Scrubwren,Sericornis frontalis,LC
Large-billed Scrubwren,Sericornis magnirostra,LC
Tropical Scrubwren,Sericornis beccarii,LC
Large Scrubwren,Sericornis nouhuysi,LC
,Sericornis nouhuysi,NR
,Sericornis beccarii,NR
,Sericornis virgatus,NR
Scrubtit,Acanthornis magna,LC
Southern Whiteface,Aphelocephala leucopsis,LC
Chestnut-breasted Whiteface,Aphelocephala pectoralis,NT
Banded Whiteface,Aphelocephala nigricincta,LC
Grey Thornbill,Acanthiza cinerea,LC
Yellow-rumped Thornbill,Acanthiza chrysorrhoa,LC
New Guinea Thornbill,Acanthiza murina,LC
Yellow Thornbill,Acanthiza nana,LC
Striated Thornbill,Acanthiza lineata,LC
Inland Thornbill,Acanthiza apicalis,LC
Tasmanian Thornbill,Acanthiza ewingii,LC
Brown Thornbill,Acanthiza pusilla,LC
Mountain Thornbill,Acanthiza katherina,LC
Slaty-backed Thornbill,Acanthiza robustirostris,LC
Slender-billed Thornbill,Acanthiza iredalei,LC
Chestnut-rumped Thornbill,Acanthiza uropygialis,LC
Buff-rumped Thornbill,Acanthiza reguloides,LC
Western Thornbill,Acanthiza inornata,LC
,Acanthiza pusilla,NR
Australian Logrunner,Orthonyx temminckii,LC
Papuan Logrunner,Orthonyx novaeguineae,LC
Chowchilla,Orthonyx spaldingii,LC
,Orthonyx temminckii,NR
Papuan Babbler,Garritornis isidorei,LC
Grey-crowned Babbler,Pomatostomus temporalis,LC
Hall's Babbler,Pomatostomus halli,LC
White-browed Babbler,Pomatostomus superciliosus,LC
Chestnut-crowned Babbler,Pomatostomus ruficeps,LC
Whitehead,Mohoua albicilla,LC
Yellowhead,Mohoua ochrocephala,EN
Pipipi,Mohoua novaeseelandiae,LC
Wattled Ploughbill,Eulacestoma nigropectus,LC
Papuan Sittella,Daphoenositta papuensis,LC
Varied Sittella,Daphoenositta chrysoptera,LC
Black Sittella,Daphoenositta miranda,LC
,Daphoenositta chrysoptera,NR
Waigeo Pitohui,Pitohui cerviniventris,LC
Northern Variable Pitohui,Pitohui kirhocephalus,LC
Southern Variable Pitohui,Pitohui uropygialis,LC
Hooded Pitohui,Pitohui dichrous,LC
,Pitohui kirhocephalus,NR
Australasian Figbird,Sphecotheres vieilloti,LC
Timor Figbird,Sphecotheres viridis,LC
Wetar Figbird,Sphecotheres hypoleucus,LC
,Sphecotheres viridis,NR
,Sphecotheres viridis,NR
North Island Piopio,Turnagra tanagra,EX
South Island Piopio,Turnagra capensis,EX
Olive-backed Oriole,Oriolus sagittatus,LC
Halmahera Oriole,Oriolus phaeochromus,LC
Brown Oriole,Oriolus szalayi,LC
Wetar Oriole,Oriolus finschi,LC
Timor Oriole,Oriolus melanotis,LC
Green Oriole,Oriolus flavocinctus,LC
Seram Oriole,Oriolus forsteni,LC
Tanimbar Oriole,Oriolus decipiens,LC
Buru Oriole,Oriolus bouroensis,LC
Dark-throated Oriole,Oriolus xanthonotus,NT
Philippine Oriole,Oriolus steerii,LC
White-lored Oriole,Oriolus albiloris,LC
Isabela Oriole,Oriolus isabellae,CR
Black Oriole,Oriolus hosii,NT
Black-and-crimson Oriole,Oriolus consanguineus,LC
Javan Oriole,Oriolus cruentus,LC
Maroon Oriole,Oriolus traillii,LC
Silver Oriole,Oriolus mellianus,EN
Black-hooded Oriole,Oriolus xanthornus,LC
Western Black-headed Oriole,Oriolus brachyrynchus,LC
Sao Tome Oriole,Oriolus crassirostris,VU
Green-headed Oriole,Oriolus chlorocephalus,LC
Ethiopian Black-headed Oriole,Oriolus monacha,LC
Eastern Black-headed Oriole,Oriolus larvatus,LC
Mountain Oriole,Oriolus percivali,LC
Black-winged Oriole,Oriolus nigripennis,LC
Eurasian Golden Oriole,Oriolus oriolus,LC
Indian Golden Oriole,Oriolus kundoo,LC
African Golden Oriole,Oriolus auratus,LC
Black-naped Oriole,Oriolus chinensis,LC
Slender-billed Oriole,Oriolus tenuirostris,LC
,Oriolus oriolus,NR
,Oriolus melanotis,NR
,Oriolus bouroensis,NR
,Oriolus cruentus,NR
Tit Berrypecker,Oreocharis arfaki,LC
Western Crested Berrypecker,Paramythia olivacea,LC
Eastern Crested Berrypecker,Paramythia montium,LC
,Paramythia montium,NR
Rufous-naped Bellbird,Aleadryas rufinucha,LC
Piping Bellbird,Ornorectes cristatus,LC
Crested Bellbird,Oreoica gutturalis,LC
Spotted Jewel-babbler,Ptilorrhoa leucosticta,LC
Chestnut-backed Jewel-babbler,Ptilorrhoa castanonota,LC
Blue Jewel-babbler,Ptilorrhoa caerulescens,LC
Dimorphic Jewel-babbler,Ptilorrhoa geislerorum,LC
,Ptilorrhoa caerulescens,NR
Painted Quail-thrush,Cinclosoma ajax,LC
Spotted Quail-thrush,Cinclosoma punctatum,LC
Chestnut Quail-thrush,Cinclosoma castanotum,LC
Western Quail-thrush,Cinclosoma marginatum,LC
Chestnut-breasted Quail-thrush,Cinclosoma castaneothorax,LC
Nullarbor Quail-thrush,Cinclosoma alisteri,LC
Cinnamon Quail-thrush,Cinclosoma cinnamomeum,LC
,Cinclosoma castaneothorax,NR
,Cinclosoma cinnamomeum,NR
Northern Shrike-tit,Falcunculus whitei,LC
Western Shrike-tit,Falcunculus leucogaster,LC
Eastern Shrike-tit,Falcunculus frontatus,LC
,Falcunculus frontatus,NR
Black Pitohui,Melanorectes nigrescens,LC
Maroon-backed Whistler,Coracornis raveni,LC
Sangihe Whistler,Coracornis sanghirensis,CR
Olive Whistler,Pachycephala olivacea,LC
Red-lored Whistler,Pachycephala rufogularis,VU
Gilbert's Whistler,Pachycephala inornata,LC
Bare-throated Whistler,Pachycephala nudigula,LC
Regent Whistler,Pachycephala schlegelii,LC
Sclater's Whistler,Pachycephala soror,LC
New Caledonian Whistler,Pachycephala caledonica,LC
Bougainville Hooded Whistler,Pachycephala richardsi,LC
Guadalcanal Hooded Whistler,Pachycephala implicata,LC
Vogelkop Whistler,Pachycephala meyeri,LC
Lorentz's Whistler,Pachycephala lorentzi,LC
Brown-backed Whistler,Pachycephala modesta,LC
Morningbird,Pachycephala tenebrosa,LC
Yellow-bellied Whistler,Pachycephala philippinensis,LC
Sulphur-bellied Whistler,Pachycephala sulfuriventer,LC
Bornean Whistler,Pachycephala hypoxantha,LC
Mangrove Whistler,Pachycephala cinerea,LC
Green-backed Whistler,Pachycephala albiventris,LC
White-vented Whistler,Pachycephala homeyeri,LC
Selayar Whistler,Pachycephala teysmanni,LC
Rusty-breasted Whistler,Pachycephala fulvotincta,LC
Island Whistler,Pachycephala phaionota,LC
Rusty Whistler,Pachycephala hyperythra,LC
Brown Whistler,Pachycephala griseiceps,LC
Grey Whistler,Pachycephala simplex,LC
Wallacean Whistler,Pachycephala arctitorquis,LC
Fawn-breasted Whistler,Pachycephala orpheus,LC
Drab Whistler,Pachycephala griseonota,LC
Black-headed Whistler,Pachycephala monacha,LC
White-bellied Whistler,Pachycephala leucogastra,LC
Rufous Whistler,Pachycephala rufiventris,LC
White-breasted Whistler,Pachycephala lanioides,LC
Oriole Whistler,Pachycephala orioloides,LC
Rennell Whistler,Pachycephala feminina,NT
Samoan Whistler,Pachycephala flavifrons,LC
Tongan Whistler,Pachycephala jacquinoti,NT
Fiji Whistler,Pachycephala vitiensis,LC
Black-chinned Whistler,Pachycephala mentalis,LC
Banda Sea Whistler,Pachycephala par,LC
Golden Whistler,Pachycephala pectoralis,LC
Black-tailed Whistler,Pachycephala melanura,LC
Golden-backed Whistler,Pachycephala aurea,LC
,Pachycephala pectoralis,NR
,Pachycephala implicata,NR
,Pachycephala simplex,NR
Rusty Pitohui,Pseudorectes ferrugineus,LC
White-bellied Pitohui,Pseudorectes incertus,NT
Sooty Shrike-thrush,Colluricincla tenebrosa,LC
Little Shrike-thrush,Colluricincla megarhyncha,LC
Bower's Shrike-thrush,Colluricincla boweri,LC
Grey Shrike-thrush,Colluricincla harmonica,LC
Sandstone Shrike-thrush,Colluricincla woodwardi,LC
,Colluricincla megarhyncha,NR
Papuan Whipbird,Androphobus viridis,DD
Western Whipbird,Psophodes nigrogularis,LC
Eastern Whipbird,Psophodes olivaceus,LC
Chiming Wedgebill,Psophodes occidentalis,LC
Chirruping Wedgebill,Psophodes cristatus,LC
Black-headed Shrike-babbler,Pteruthius rufiventer,LC
White-browed Shrike-babbler,Pteruthius aeralatus,LC
Pied Shrike-babbler,Pteruthius flaviscapis,LC
Green Shrike-babbler,Pteruthius xanthochlorus,LC
Black-eared Shrike-babbler,Pteruthius melanotis,LC
Chestnut-fronted Shrike-babbler,Pteruthius aenobarbus,LC
,Pteruthius flaviscapis,NR
White-bellied Erpornis,Erpornis zantholeuca,LC
Rufous-browed Peppershrike,Cyclarhis gujanensis,LC
Black-billed Peppershrike,Cyclarhis nigrirostris,LC
Grey-eyed Greenlet,Hylophilus amaurocephalus,LC
Rufous-crowned Greenlet,Hylophilus poicilotis,LC
Olivaceous Greenlet,Hylophilus olivaceus,NT
Ashy-headed Greenlet,Hylophilus pectoralis,LC
Yellow-green Greenlet,Hylophilus viridiflavus,LC
Scrub Greenlet,Hylophilus flavipes,LC
Tobago Greenlet,Hylophilus insularis,LC
Grey-chested Greenlet,Hylophilus semicinereus,LC
Rio de Janeiro Greenlet,Hylophilus thoracicus,LC
Lemon-chested Greenlet,Hylophilus griseiventris,LC
Brown-headed Greenlet,Hylophilus brunneiceps,LC
,Hylophilus flavipes,NR
,Hylophilus thoracicus,NR
Chestnut-sided Shrike-vireo,Vireolanius melitophrys,LC
Green Shrike-vireo,Vireolanius pulchellus,LC
Yellow-browed Shrike-vireo,Vireolanius eximius,LC
Slaty-capped Shrike-vireo,Vireolanius leucotis,LC
Pale-legged Shrike-vireo,Vireolanius mikettae,LC
,Vireolanius leucotis,NR
Tawny-crowned Greenlet,Tunchiornis ochraceiceps,LC
Olive-crowned Greenlet,Tunchiornis luteifrons,LC
,Tunchiornis ochraceiceps,NR
Golden Greenlet,Pachysylvia hypochrysea,LC
Lesser Greenlet,Pachysylvia decurtata,LC
Dusky-capped Greenlet,Pachysylvia hypoxantha,LC
Buff-cheeked Greenlet,Pachysylvia muscicapina,LC
Golden-fronted Greenlet,Pachysylvia aurantiifrons,LC
Rufous-naped Greenlet,Pachysylvia semibrunnea,LC
Tepui Vireo,Vireo sclateri,LC
Philadelphia Vireo,Vireo philadelphicus,LC
Brown-capped Vireo,Vireo leucophrys,LC
Warbling Vireo,Vireo gilvus,LC
Yellow-green Vireo,Vireo flavoviridis,LC
Yucatan Vireo,Vireo magister,LC
Red-eyed Vireo,Vireo olivaceus,LC
Chivi Vireo,Vireo chivi,LC
Black-whiskered Vireo,Vireo altiloquus,LC
Noronha Vireo,Vireo gracilirostris,NT
Grey Vireo,Vireo vicinior,LC
Hutton's Vireo,Vireo huttoni,LC
Yellow-throated Vireo,Vireo flavifrons,LC
Yellow-winged Vireo,Vireo carmioli,LC
Choco Vireo,Vireo masteri,NT
Cassin's Vireo,Vireo cassinii,LC
Plumbeous Vireo,Vireo plumbeus,LC
Blue-headed Vireo,Vireo solitarius,LC
Blue Mountain Vireo,Vireo osburni,NT
Jamaican Vireo,Vireo modestus,LC
Flat-billed Vireo,Vireo nanus,LC
Bell's Vireo,Vireo bellii,LC
Puerto Rican Vireo,Vireo latimeri,LC
Slaty Vireo,Vireo brevipennis,LC
Black-capped Vireo,Vireo atricapilla,NT
Dwarf Vireo,Vireo nelsoni,LC
Mangrove Vireo,Vireo pallens,LC
San Andres Vireo,Vireo caribaeus,VU
Cozumel Vireo,Vireo bairdi,NT
White-eyed Vireo,Vireo griseus,LC
Thick-billed Vireo,Vireo crassirostris,LC
Cuban Vireo,Vireo gundlachii,LC
,Vireo gilvus,NR
,Vireo swainsonii,NR
,Vireo olivaceus,NR
White-bellied Minivet,Pericrocotus erythropygius,LC
Jerdon's Minivet,Pericrocotus albifrons,NT
Fiery Minivet,Pericrocotus igneus,NT
Small Minivet,Pericrocotus cinnamomeus,LC
Grey-chinned Minivet,Pericrocotus solaris,LC
Grey-throated Minivet,Pericrocotus montanus,LC
Sunda Minivet,Pericrocotus miniatus,LC
Short-billed Minivet,Pericrocotus brevirostris,LC
Flores Minivet,Pericrocotus lansbergei,LC
Long-tailed Minivet,Pericrocotus ethologus,LC
Scarlet Minivet,Pericrocotus flammeus,LC
Ashy Minivet,Pericrocotus divaricatus,LC
Ryukyu Minivet,Pericrocotus tegimae,LC
Brown-rumped Minivet,Pericrocotus cantonensis,LC
Rosy Minivet,Pericrocotus roseus,LC
,Pericrocotus solaris,NR
,Pericrocotus erythropygius,NR
Stout-billed Cuckooshrike,Coracina caeruleogrisea,LC
Hooded Cuckooshrike,Coracina longicauda,LC
Cerulean Cuckooshrike,Coracina temminckii,LC
Pied Cuckooshrike,Coracina bicolor,NT
Ground Cuckooshrike,Coracina maxima,LC
Barred Cuckooshrike,Coracina lineata,LC
Boyer's Cuckooshrike,Coracina boyeri,LC
